frame_id,node_id,x,y
0,0,186.39272,1008.18146
0,1,255.8939,267.98767
0,2,554.53784,693.6666
0,3,605.94073,202.01524
0,4,748.3346,1006.0004
0,5,741.1538,362.8574
0,6,830.7986,1009.00073
0,7,1020.3642,361.22662
0,8,16.101982,877.682
0,9,923.1692,898.1523
0,10,657.0822,559.5954
0,11,657.0822,559.5954
0,12,868.45953,562.21826
0,13,819.9835,738.63153
0,14,82.76908,907.9275
0,15,405.5886,370.83966
0,16,455.7591,990.0149
0,17,440.08847,598.72095
0,18,437.5053,703.6601
0,19,485.07474,471.09692
0,20,508.93863,782.2739
0,21,512.3916,263.02554
0,22,586.96106,346.33435
0,23,604.838,745.4433
0,24,588.39136,954.56274
0,25,665.16925,403.62915
0,26,702.23315,728.97705
0,27,983.3447,697.43976
0,28,820.3312,188.61632
0,29,828.6273,923.1994
0,30,812.02954,826.4677
0,31,938.8157,817.0842
0,32,959.54285,532.79944
0,33,1012.7368,265.2944
0,34,1007.3485,851.1494
0,35,644.4635,618.1438
0,36,736.0509,592.4181
0,37,643.20496,1017.58496
0,38,776.06366,790.03876
1,0,184.59225,1007.66113
1,1,258.9904,265.6218
1,2,555.14905,694.1632
1,3,605.8292,203.18591
1,4,747.09247,1006.42316
1,5,742.2789,362.8714
1,6,830.9385,1009.592
1,7,1020.9938,360.2645
1,8,27.816626,873.2571
1,9,921.9408,899.36804
1,10,657.4904,561.16534
1,11,657.4904,561.16534
1,12,865.0963,563.22797
1,13,831.9246,752.50256
1,14,84.73889,906.3728
1,15,407.21436,372.11783
1,16,447.53647,997.21075
1,17,438.5284,598.5244
1,18,437.45105,703.3677
1,19,510.1707,440.04034
1,20,508.726,782.5385
1,21,510.97565,263.48822
1,22,584.8341,342.7411
1,23,606.15125,744.0586
1,24,666.385,406.62238
1,25,984.3036,698.8871
1,26,819.66907,188.69997
1,27,827.61584,924.397
1,28,812.60156,825.58203
1,29,941.7356,815.11707
1,30,957.9061,533.18994
1,31,1017.3045,250.304
1,32,1007.0403,852.54736
1,33,644.06555,618.0943
1,34,637.8367,1016.88745
1,35,784.7407,769.68854
1,36,380.21573,588.0144
1,37,633.6717,892.13837
1,38,741.6572,531.4938
1,39,591.0337,955.45807
1,40,705.9206,725.89514
1,41,735.7896,593.9389
1,42,639.31726,793.49036
2,0,182.84253,1009.3568
2,1,260.52057,263.56485
2,2,555.1322,694.5012
2,3,604.8048,203.5353
2,4,746.3249,1007.67175
2,5,741.5232,363.59598
2,6,832.4844,1010.4246
2,7,1021.0447,363.0523
2,8,29.044378,879.6116
2,9,920.06287,898.16754
2,10,658.78143,558.76434
2,11,658.78143,558.76434
2,12,866.88403,563.6595
2,13,406.1598,371.99286
2,14,458.30814,986.2429
2,15,433.27573,600.8523
2,16,508.6206,263.4802
2,17,584.2373,346.84015
2,18,607.65063,743.3357
2,19,664.2187,410.14783
2,20,983.9426,701.64307
2,21,818.4642,186.46541
2,22,826.5841,925.2213
2,23,736.32526,736.2621
2,24,940.3574,815.75854
2,25,956.7808,536.8401
2,26,1012.4741,268.10675
2,27,1007.14075,854.5081
2,28,644.8449,617.5709
2,29,633.9732,1017.7466
2,30,379.97235,599.9663
2,31,595.1884,953.95044
2,32,735.8623,596.1388
2,33,98.23655,887.3445
2,34,409.74835,643.9887
2,35,409.74835,643.9887
2,36,465.23114,726.9046
2,37,435.74133,673.1173
2,38,384.23837,592.0132
2,39,526.10956,798.94165
2,40,650.2711,793.1379
2,41,650.2711,793.1379
2,42,650.2711,793.1379
2,43,731.8674,716.3367
2,44,61.282986,932.9543
2,45,517.7331,806.77985
2,46,478.027,485.23853
2,47,526.10956,798.94165
2,48,524.8955,419.36246
2,49,713.6927,724.2886
2,50,893.42993,884.6869
3,0,180.83745,1009.4204
3,1,263.18222,260.068
3,2,554.4109,693.51575
3,3,605.3763,203.54172
3,4,743.0904,1007.9488
3,5,741.2038,363.84906
3,6,834.02893,1010.57294
3,7,1018.88513,356.2301
3,8,20.269907,878.3336
3,9,917.59546,897.6218
3,10,405.57858,372.07687
3,11,431.22556,1004.5255
3,12,430.0955,604.0233
3,13,507.86935,262.73297
3,14,583.17395,346.7002
3,15,609.3443,745.45123
3,16,662.5786,412.06912
3,17,983.5989,701.9502
3,18,826.16284,926.2363
3,19,795.9765,805.2592
3,20,954.2776,539.602
3,21,1018.78796,267.13098
3,22,1006.69214,854.6419
3,23,644.57837,615.3716
3,24,633.583,1017.5626
3,25,597.3644,954.16925
3,26,735.11237,596.706
3,27,99.51453,886.4282
3,28,62.638424,935.2892
3,29,435.4691,703.0255
3,30,482.165,475.29602
3,31,508.5153,780.9221
3,32,730.2063,723.4319
3,33,795.9765,805.2592
3,34,567.6344,453.18237
3,35,618.24915,564.69446
3,36,859.48975,291.48264
3,37,887.82996,801.57166
3,38,816.23596,182.25395
3,39,944.8078,816.70276
3,40,516.4297,368.17648
4,0,180.46494,1011.13806
4,1,266.63864,257.76788
4,2,554.82776,692.3827
4,3,605.6687,202.37424
4,4,741.75085,1006.219
4,5,740.76245,363.41043
4,6,834.2318,1010.86633
4,7,1018.88513,356.2301
4,8,17.872427,871.6523
4,9,916.1599,895.84717
4,10,406.53305,372.63565
4,11,455.34277,991.8631
4,12,430.3013,604.24347
4,13,506.06586,260.33224
4,14,583.7257,342.76984
4,15,609.7296,746.18286
4,16,661.6138,412.87064
4,17,981.5893,701.49347
4,18,825.0766,925.62427
4,19,809.5408,826.61725
4,20,948.87823,540.3251
4,21,1013.24854,267.8636
4,22,1005.6985,853.0784
4,23,734.151,596.2992
4,24,99.4557,885.1402
4,25,63.046867,936.1072
4,26,482.70425,470.86853
4,27,507.13968,779.8241
4,28,778.93994,781.6559
4,29,569.2058,447.69608
4,30,674.22144,661.1183
4,31,943.5719,816.81335
4,32,512.0174,362.5359
4,33,881.56396,830.5426
4,34,618.61896,1017.9741
4,35,457.0527,718.65497
4,36,457.0527,718.65497
4,37,541.3114,543.2417
4,38,654.954,933.5338
4,39,587.52594,547.1873
4,40,729.1703,114.86691
4,41,824.03296,723.45337
4,42,457.0527,718.65497
4,43,596.56445,952.64496
4,44,726.6301,719.0283
4,45,818.2512,183.14508
4,46,699.43964,664.89844
4,47,618.61896,1017.9741
5,0,180.29738,1011.5795
5,1,271.28928,256.847
5,2,555.0222,693.81573
5,3,606.14087,201.98979
5,4,741.9442,1005.9573
5,5,749.31116,357.4555
5,6,839.1328,1016.4989
5,7,1019.60516,359.35016
5,8,13.163343,867.761
5,9,407.1663,374.61676
5,10,461.12088,985.4884
5,11,505.15652,259.53305
5,12,582.76917,342.82254
5,13,608.168,745.8442
5,14,662.83826,413.40582
5,15,979.9498,705.55566
5,16,836.7204,952.43976
5,17,811.7035,827.2561
5,18,949.6949,541.6897
5,19,1014.0807,271.20776
5,20,1006.7957,829.2029
5,21,734.3683,597.2462
5,22,99.6794,882.9866
5,23,62.811024,936.39575
5,24,481.57706,472.12033
5,25,779.31213,782.85876
5,26,569.72363,441.79233
5,27,944.03564,858.7669
5,28,882.2385,832.90686
5,29,618.05255,1016.8446
5,30,593.56537,954.19904
5,31,618.05255,1016.8446
5,32,519.8754,797.49176
5,33,1003.131,8.756509
5,34,412.28223,640.5381
5,35,750.2919,724.1438
5,36,828.8375,675.3707
5,37,393.68204,645.29083
5,38,422.36346,619.5446
5,39,493.90417,365.85962
5,40,519.8754,797.49176
5,41,640.2699,555.2171
5,42,659.70984,748.688
5,43,618.71094,601.95135
5,44,858.25433,264.1665
5,45,422.36346,619.5446
5,46,490.68796,783.2897
5,47,741.1195,718.927
5,48,818.2373,182.54175
5,49,612.2523,587.12964
5,50,493.90417,365.85962
6,0,183.19565,1011.84753
6,1,276.47287,255.70798
6,2,555.84863,693.2832
6,3,606.1535,199.76828
6,4,742.003,1005.3621
6,5,749.5779,356.7505
6,6,835.7273,1011.97925
6,7,1018.5708,355.7921
6,8,13.056141,866.02155
6,9,405.38962,375.9146
6,10,454.09512,993.03516
6,11,498.12875,252.7
6,12,583.03314,341.53015
6,13,607.546,743.9092
6,14,660.522,412.50354
6,15,826.3581,927.6356
6,16,810.60944,827.6643
6,17,954.031,539.1734
6,18,1013.1043,266.39035
6,19,730.5603,597.27264
6,20,99.72805,883.8766
6,21,60.42201,932.0007
6,22,482.64566,471.72238
6,23,776.9346,778.85846
6,24,568.50336,438.02728
6,25,879.4232,834.60455
6,26,592.02924,951.70746
6,27,651.15814,1017.53125
6,28,508.26715,778.59607
6,29,1008.84174,7.3600855
6,30,455.53802,690.0483
6,31,666.34186,625.35974
6,32,841.95825,668.07434
6,33,455.53802,690.0483
6,34,818.97144,180.56938
6,35,666.34186,625.35974
6,36,501.59357,342.84042
6,37,448.89856,613.2585
6,38,501.59357,342.84042
6,39,672.8329,788.167
6,40,962.26685,640.52405
6,41,1000.75256,778.28064
6,42,1000.75256,778.28064
6,43,1000.75256,778.28064
6,44,448.89856,613.2585
6,45,742.2827,714.2196
6,46,979.32935,701.05945
6,47,910.34564,900.0609
6,48,945.1406,819.0875
6,49,1003.28766,851.1532
7,0,184.64404,1011.6222
7,1,281.45245,256.0098
7,2,555.29614,694.30206
7,3,606.4394,199.36134
7,4,743.1881,1006.69415
7,5,749.5878,357.24878
7,6,837.54724,1012.8651
7,7,1019.4293,357.24103
7,8,11.705952,863.96704
7,9,452.76868,971.244
7,10,491.0019,247.99751
7,11,581.5381,342.09665
7,12,609.43506,746.0851
7,13,662.81647,414.7503
7,14,827.47095,928.9402
7,15,809.72595,829.69446
7,16,1012.5558,265.84747
7,17,98.97613,884.22577
7,18,60.584377,930.4412
7,19,483.88617,473.26562
7,20,566.45935,440.20026
7,21,885.5323,815.4013
7,22,591.6584,952.1536
7,23,630.5538,1015.945
7,24,506.6271,778.10944
7,25,1011.3124,12.400826
7,26,439.39542,704.00757
7,27,647.8546,611.56506
7,28,512.72906,358.98163
7,29,432.0621,598.55273
7,30,979.0586,701.47076
7,31,908.36676,901.8644
7,32,729.7496,601.0821
7,33,788.0524,777.93634
7,34,912.21234,813.72314
7,35,385.80328,384.04846
7,36,729.7496,601.0821
7,37,788.0524,777.93634
7,38,885.5323,815.4013
7,39,1015.50934,475.87244
7,40,1116.977,986.5838
7,41,385.80328,384.04846
7,42,701.37317,723.67053
7,43,854.6538,205.31422
7,44,942.9283,822.0466
7,45,963.37476,536.2085
7,46,920.9857,805.0012
7,47,783.54785,706.5597
7,48,770.9165,148.36678
8,0,186.98367,1011.88617
8,1,284.52057,255.70113
8,2,555.2585,694.20044
8,3,606.20105,198.39052
8,4,741.98315,1007.75073
8,5,749.6113,357.1571
8,6,837.9868,1012.3779
8,7,1019.737,356.0889
8,8,10.660429,860.73895
8,9,456.26266,990.76117
8,10,476.77206,236.34416
8,11,580.76544,341.2431
8,12,611.97046,745.68604
8,13,662.745,414.4898
8,14,829.0792,930.48047
8,15,1013.7041,266.8885
8,16,100.77421,881.8136
8,17,60.757427,929.1569
8,18,486.504,473.88873
8,19,567.5625,439.76163
8,20,876.6114,833.7721
8,21,657.9079,1018.4094
8,22,506.39578,778.6127
8,23,439.53525,703.3236
8,24,648.8621,607.29346
8,25,515.77106,361.89154
8,26,430.27036,597.77966
8,27,978.4724,700.8999
8,28,905.4564,901.64185
8,29,732.4695,601.91846
8,30,773.1416,784.17664
8,31,969.96246,886.9345
8,32,406.57944,381.48462
8,33,700.89764,720.6422
8,34,854.85974,203.9047
8,35,943.70667,822.2296
8,36,982.8431,517.41095
8,37,1003.5587,848.8541
8,38,783.92487,146.173
8,39,613.0629,904.4142
8,40,776.0547,712.435
8,41,783.92487,146.173
8,42,798.89716,844.38934
8,43,593.30725,951.50037
8,44,798.89716,844.38934
8,45,825.05554,669.99475
9,0,186.59958,1011.0186
9,1,285.9706,256.518
9,2,554.9774,693.7301
9,3,606.03796,198.6681
9,4,742.0242,1008.5193
9,5,749.76117,356.73187
9,6,838.5646,1011.8093
9,7,1020.3963,356.93353
9,8,451.4022,990.4525
9,9,473.2883,233.29399
9,10,581.9975,338.4784
9,11,611.39734,745.2401
9,12,661.7294,415.25867
9,13,829.53357,932.4598
9,14,1013.8059,269.9914
9,15,103.24001,881.18054
9,16,59.536983,928.6604
9,17,488.32294,473.96655
9,18,567.66345,441.6157
9,19,657.70184,1018.48145
9,20,505.3031,778.0142
9,21,438.62643,702.77374
9,22,531.5564,368.50342
9,23,431.99777,600.7059
9,24,977.71027,700.62537
9,25,905.58215,899.9182
9,26,732.1412,600.7512
9,27,770.8482,783.25366
9,28,970.72375,892.3058
9,29,405.40634,384.1902
9,30,738.00073,712.03076
9,31,943.95123,823.4624
9,32,997.4071,503.1507
9,33,1005.28546,847.5294
9,34,777.4536,136.72191
9,35,590.42,954.1716
9,36,830.1289,663.26135
9,37,818.2975,814.86066
9,38,687.13434,637.57996
9,39,687.13434,637.57996
9,40,794.9496,246.44151
9,41,818.2975,814.86066
9,42,857.04364,272.93057
9,43,855.5106,195.34497
9,44,648.76,603.1487
10,0,186.2613,1009.683
10,1,286.77924,257.51688
10,2,554.736,692.3751
10,3,605.84155,197.8051
10,4,739.3135,1006.8114
10,5,749.499,356.61652
10,6,840.9871,1012.13
10,7,1021.03644,357.25433
10,8,454.84,992.10046
10,9,582.8179,340.05634
10,10,610.2465,745.5443
10,11,660.16394,415.58557
10,12,830.0115,932.4083
10,13,1011.4788,267.30048
10,14,105.2863,881.9818
10,15,56.060165,931.4911
10,16,568.3058,439.79565
10,17,505.8602,778.5349
10,18,438.58438,703.09106
10,19,511.23917,354.61517
10,20,433.5941,602.0596
10,21,976.76074,701.5299
10,22,734.9127,603.7648
10,23,401.60858,385.93408
10,24,744.8259,722.45654
10,25,1006.796,484.83102
10,26,998.40607,827.00134
10,27,777.28864,138.14275
10,28,589.0127,963.07556
10,29,830.21094,661.83264
10,30,808.27826,832.3345
10,31,857.2477,196.87679
10,32,647.79724,602.83685
10,33,996.99084,11.259912
10,34,800.48676,761.5067
10,35,350.92365,432.4758
10,36,503.85223,5.6994905
10,37,652.76544,1015.0694
10,38,475.15286,418.75095
10,39,521.1056,275.41608
10,40,652.76544,1015.0694
10,41,808.73145,776.4949
10,42,1121.3391,1062.3014
10,43,998.40607,827.00134
10,44,492.5127,472.17413
10,45,473.66327,227.5461
10,46,940.8492,979.531
10,47,819.23615,760.9938
11,0,185.73907,1008.22
11,1,286.88834,258.10742
11,2,555.10767,692.25336
11,3,606.0812,197.15659
11,4,742.68866,1006.76135
11,5,750.46985,356.44693
11,6,840.60297,1011.55853
11,7,1021.8606,356.77942
11,8,444.49435,971.32855
11,9,553.01495,353.62054
11,10,609.6357,745.73865
11,11,658.4374,416.11667
11,12,829.78595,934.0276
11,13,1012.53265,266.28656
11,14,105.30742,882.2879
11,15,55.252026,932.4557
11,16,567.1372,440.66702
11,17,506.2162,779.73047
11,18,438.13107,703.9107
11,19,434.2424,602.52625
11,20,975.0111,700.14343
11,21,735.37,602.3082
11,22,1008.6127,479.42114
11,23,1009.7091,841.4367
11,24,776.44727,131.62056
11,25,589.17096,965.7693
11,26,833.4046,656.932
11,27,808.4328,835.1916
11,28,851.3329,194.54051
11,29,647.6908,600.76904
11,30,993.0698,12.726777
11,31,884.26776,827.46313
11,32,337.46252,430.43994
11,33,503.61618,9.650861
11,34,658.25354,1017.7315
11,35,489.45435,475.02734
11,36,473.80795,223.64441
11,37,946.9633,945.49695
11,38,414.176,335.6894
11,39,768.2561,786.9304
11,40,884.26776,827.46313
11,41,395.03958,391.0971
11,42,727.09955,702.14197
11,43,794.7186,735.21533
11,44,954.1156,826.604
12,0,183.33493,1007.2414
12,1,286.72897,260.15668
12,2,555.39264,692.9751
12,3,607.2436,197.01338
12,4,740.7792,1010.07745
12,5,750.36017,357.05286
12,6,840.2993,1012.26685
12,7,1021.6553,357.79742
12,8,609.24927,745.70776
12,9,659.9348,418.41986
12,10,829.69226,934.76666
12,11,1014.6581,264.46707
12,12,105.49389,881.5182
12,13,54.46792,936.10944
12,14,558.19336,431.94565
12,15,506.22223,779.90875
12,16,438.20383,704.2976
12,17,432.7172,601.736
12,18,973.8776,700.9984
12,19,735.3528,602.0846
12,20,1008.6847,482.74554
12,21,1004.703,831.478
12,22,777.8447,138.41731
12,23,831.3844,654.93054
12,24,809.1405,835.8064
12,25,856.777,194.32903
12,26,653.55853,600.0934
12,27,998.6663,10.585702
12,28,872.27936,833.6611
12,29,491.00702,474.18134
12,30,389.97995,392.37997
12,31,942.6016,828.2616
12,32,814.24536,726.19025
12,33,613.2135,1014.5266
12,34,412.07172,1011.6222
12,35,413.85312,194.41606
12,36,515.5917,267.42056
12,37,721.5514,765.7977
12,38,984.1255,887.90344
12,39,459.8154,972.89825
12,40,474.39145,220.64084
12,41,510.83658,348.9979
12,42,583.2813,342.86844
12,43,613.2135,1014.5266
12,44,729.52527,701.787
12,45,774.86395,764.84485
12,46,907.38074,898.2559
12,47,584.6931,961.3482
13,0,181.63556,1007.2969
13,1,286.32108,261.58655
13,2,554.6161,693.19226
13,3,608.3728,196.37845
13,4,737.48584,1010.6356
13,5,750.4551,356.10867
13,6,842.09265,1011.9659
13,7,609.6785,745.34705
13,8,659.7894,419.10867
13,9,829.4182,934.3728
13,10,1014.5765,264.11725
13,11,106.37794,879.94946
13,12,56.229427,936.74414
13,13,565.93427,435.59134
13,14,505.95886,780.44354
13,15,435.9463,701.5396
13,16,423.0244,579.20306
13,17,974.12305,701.3772
13,18,1007.2992,482.9292
13,19,1002.6573,825.24146
13,20,777.8562,137.73778
13,21,805.17053,838.44714
13,22,856.5524,192.58392
13,23,999.73846,14.624772
13,24,871.6061,831.5713
13,25,489.7128,476.71854
13,26,384.2478,395.68774
13,27,814.92346,725.52
13,28,574.13293,934.7595
13,29,479.6185,220.24698
13,30,582.72186,348.79938
13,31,733.8446,666.0702
13,32,773.0022,767.11194
13,33,906.2368,897.72577
13,34,583.468,963.1377
13,35,11.351187,875.1168
13,36,423.0244,579.20306
13,37,586.9591,928.4346
13,38,477.28275,957.99225
13,39,503.38144,337.6979
13,40,573.61755,569.44946
13,41,705.62354,692.14954
13,42,828.91815,653.6984
13,43,980.46924,878.8782
13,44,427.7479,990.67523
13,45,503.38144,337.6979
13,46,707.41656,1134.8601
13,47,942.6284,825.2472
13,48,585.73193,565.89795
13,49,828.91815,653.6984
14,0,178.69443,1006.20856
14,1,285.63995,266.43137
14,2,555.2825,692.7923
14,3,611.0099,195.50328
14,4,733.2821,1010.9205
14,5,749.81116,357.39752
14,6,611.23193,745.83044
14,7,660.68414,419.42374
14,8,825.1795,941.07605
14,9,1013.88025,263.34225
14,10,106.50417,879.34375
14,11,60.27989,938.92535
14,12,562.8962,435.19016
14,13,506.13174,782.2677
14,14,434.56052,698.4304
14,15,414.1341,578.3421
14,16,971.53687,700.0585
14,17,1004.0885,485.36414
14,18,1008.3881,828.23425
14,19,802.03467,838.9135
14,20,820.019,168.40416
14,21,1005.42725,11.615823
14,22,869.9027,831.24194
14,23,493.626,476.922
14,24,382.43304,395.79163
14,25,815.58563,727.95605
14,26,485.00327,222.27003
