frame_id,node_id,x,y
0,0,186.86995,1007.04913
0,1,255.26135,267.86182
0,2,553.3051,691.7393
0,3,604.5615,201.67801
0,4,747.0966,1003.7157
0,5,739.5625,362.4375
0,6,829.1672,1006.4615
0,7,1018.3823,360.7647
0,8,11.787234,880.57446
0,9,922.3,899.32996
0,10,643.431,559.9828
0,11,674.18964,560.2586
0,12,868.0294,562.08826
0,13,820.01074,740.46423
0,14,84.06887,907.35333
0,15,405.07782,371.84357
0,16,456.6391,992.7857
0,17,439.23346,597.4124
0,18,437.50565,703.57605
0,19,484.41913,471.6671
0,20,508.60654,781.878
0,21,510.97858,262.06122
0,22,585.89813,345.36255
0,23,603.5339,743.45825
0,24,588.7511,954.4714
0,25,664.23193,402.82437
0,26,701.26984,728.9877
0,27,984.05383,698.82794
0,28,821.1135,186.68185
0,29,827.2921,922.0622
0,30,811.0544,826.80835
0,31,940.49664,818.3848
0,32,957.4616,530.4672
0,33,1013.28894,262.60312
0,34,1010.6039,851.82465
0,35,643.7666,619.09015
0,36,739.0035,592.6747
0,37,643.08655,1017.4711
0,38,775.11206,790.355
1,0,185.0871,1006.5387
1,1,258.37988,265.6006
1,2,553.9155,692.2365
1,3,604.4516,202.84926
1,4,745.8696,1004.1676
1,5,740.7,362.46
1,6,829.3068,1007.0483
1,7,1019.00946,359.80188
1,8,26.59137,874.63196
1,9,921.0617,900.499
1,10,641.8043,560.6739
1,11,676.5,562.7778
1,12,864.7258,563.1774
1,13,831.7857,754.4524
1,14,86.013565,905.78754
1,15,406.7148,373.12033
1,16,448.60593,1000.39404
1,17,437.68756,597.2435
1,18,437.446,703.2841
1,19,511.1067,440.5804
1,20,508.39777,782.1499
1,21,509.55243,262.4545
1,22,583.7297,341.71405
1,23,604.84576,742.09814
1,24,665.48895,405.87256
1,25,985.02814,700.29584
1,26,820.4632,186.75198
1,27,826.2716,923.21765
1,28,811.63245,825.9503
1,29,943.6734,816.2936
1,30,955.852,530.8939
1,31,1018.7,247.33157
1,32,1010.20245,853.2696
1,33,643.3673,619.03375
1,34,637.79877,1016.8444
1,35,783.9107,770.5536
1,36,379.8846,587.7308
1,37,632.82355,890.67645
1,38,742.1857,532.6429
1,39,591.30914,955.3755
1,40,704.9847,726.0352
1,41,738.83795,594.1151
1,42,637.96155,791.3461
2,0,183.36046,1008.2442
2,1,259.9248,263.61188
2,2,553.89856,692.57117
2,3,603.4296,203.1993
2,4,745.1179,1005.4463
2,5,739.9167,363.16666
2,6,830.85065,1007.88635
2,7,1019.06366,362.5909
2,8,28.01064,880.89954
2,9,919.1819,899.2842
2,10,646.5833,560.1528
2,11,674.7,558.3
2,12,866.5,563.5909
2,13,405.6324,372.995
2,14,459.9671,988.0855
2,15,432.50235,599.7013
2,16,507.18878,262.3778
2,17,583.21674,345.9249
2,18,606.34344,741.395
2,19,663.41473,409.52084
2,20,984.723,703.12634
2,21,819.15045,184.64426
2,22,825.2323,924.0065
2,23,811.1237,825.52374
2,24,942.19,816.9855
2,25,954.8086,534.65314
2,26,1012.8767,265.4641
2,27,1010.1991,855.2838
2,28,644.1519,618.53534
2,29,634.1148,1017.6852
2,30,379.72223,599.8333
2,31,595.2557,953.88916
2,32,739.03094,596.21576
2,33,99.31661,886.68225
2,34,411.16495,678.41235
2,35,423.32654,666.9388
2,36,445.74744,664.3196
2,37,472.4134,687.69293
2,38,468.52325,723.9651
2,39,543.5,815.5
2,40,639.5,791.5
2,41,641.5,788.5
2,42,665.7069,793.2759
2,43,793.5732,746.9582
2,44,62.878277,932.5019
2,45,432.3113,710.62994
2,46,477.28302,485.40744
2,47,507.93326,781.33606
2,48,526.69446,419.66135
2,49,712.7931,724.61053
2,50,779.6947,788.7661
3,0,181.37682,1008.31885
3,1,262.6118,260.23218
3,2,553.17834,691.58875
3,3,604.0,203.20543
3,4,741.9173,1005.7891
3,5,739.587,363.41306
3,6,832.3933,1008.0467
3,7,1016.9,355.76666
3,8,17.320068,880.56573
3,9,916.7075,898.7004
3,10,405.04907,373.05798
3,11,433.18503,1007.8779
3,12,429.37448,602.9724
3,13,506.44284,261.65347
3,14,582.16364,345.79865
3,15,608.03467,743.50507
3,16,661.8304,411.5165
3,17,984.38916,703.4466
3,18,824.80505,924.9943
3,19,810.01605,824.91986
3,20,952.38727,537.52423
3,21,1019.3333,264.42856
3,22,1009.7204,855.43195
3,23,643.894,616.3718
3,24,633.7357,1017.5
3,25,597.3487,954.1165
3,26,738.34314,596.72833
3,27,100.57858,885.75885
3,28,64.22576,934.82965
3,29,435.53583,702.9346
3,30,481.4801,475.73105
3,31,508.17856,780.5179
3,32,729.37274,724.09265
3,33,780.0511,786.4429
3,34,569.5992,453.5287
3,35,617.7308,566.2692
3,36,857.7321,291.0655
3,37,887.7941,803.6177
3,38,816.7187,180.6724
3,39,946.813,817.8529
3,40,516.62775,368.88666
4,0,181.01291,1010.03876
