seg_label,frame_num,area,min_row_bb,min_col_bb,max_row_bb,max_col_bb,centroid_row,centroid_col,major_axis_length,minor_axis_length,max_intensity,mean_intensity,min_intensity,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
1,21,69,258,274,267,283,262,278,9.337473201948237,9.337473201948237,254.0,252.71014492753622,226.0,0.030281102284789085,-0.06501928716897964,0.07952156662940979,0.05497138574719429,0.08970672637224197,0.0034490705002099276,-0.03653503954410553,0.16550442576408386,0.06670248508453369,-0.08823089301586151,-0.05378998443484306,0.02443840727210045,0.018269632011651993,0.00875120609998703,-0.03690486028790474,0.08931774646043777,0.10920442640781403,-0.06585053354501724,-0.2380550056695938,-0.15648528933525085,-0.10676481574773788,-0.06688936054706573,0.025120040401816368,0.14210519194602966,-0.027878671884536743,-0.009330774657428265,0.0332418829202652,-0.04955637827515602,-0.08152658492326736,0.07172706723213196,-0.17527994513511658,-0.12395511567592621,0.02126297727227211,-0.08794853091239929,0.02538888342678547,0.08422348648309708,0.10174843668937683,0.06252255290746689,-0.08037783205509186,-0.058843910694122314,0.028176121413707733,0.08790380507707596,0.011096857488155365,0.013075587339699268,-0.08110852539539337,-0.02821734920144081,0.1374121606349945,0.008470581844449043,-0.1769440919160843,-0.0525742843747139,-0.015519618056714535,0.010338878259062767,0.09962261468172073,-0.07581871747970581,0.1348230093717575,-0.06555502861738205,-0.08081544190645218,0.028868114575743675,0.045182786881923676,-0.10410667955875397,-0.07738674432039261,-0.029315602034330368,-0.012737380340695381,-0.10365723818540573,-0.060675736516714096,-0.08882936835289001,-0.05757496505975723,-0.11064460873603821,0.030057713389396667,0.1044754832983017,0.13301903009414673,0.0033247724641114473,-0.02701956406235695,-0.16408096253871918,-0.17009170353412628,0.04741374030709267,-0.1332935392856598,-0.025161968544125557,-0.05342470854520798,-0.10029669106006622,-0.0005412109894677997,0.08078199625015259,0.027444589883089066,-0.10774650424718857,-0.07066670060157776,0.07864924520254135,-0.04621697962284088,0.09710617363452911,-0.02876071073114872,-0.04513378441333771,0.07532649487257004,-0.02977941557765007,-0.04313554987311363,0.06103581190109253,-0.05308461934328079,0.0541517399251461,0.06309188157320023,-0.019920462742447853,-0.07323647290468216,0.030096808448433876,-0.033245231956243515,0.08750277757644653,-0.07731133699417114,0.3050258457660675,0.033820077776908875,0.04609765112400055,0.21648989617824554,-0.011206707917153835,-0.0894550085067749,0.12781044840812683,-0.07342953234910965,-0.035521626472473145,-0.05534476786851883,-0.06335204839706421,-0.0872286930680275,-0.1843506395816803,-0.02506439946591854,-0.03529416397213936,-0.017896858975291252,0.14588983356952667,-0.029234590008854866,-0.14765727519989014,0.06839485466480255,0.012012233026325703,0.14845898747444153,0.08478688448667526,-0.02117757685482502,0.05315856263041496
2,21,69,232,490,241,499,236,494,9.337473201948237,9.337473201948237,254.0,253.231884057971,237.0,0.03038078546524048,-0.06476742029190063,0.07787144929170609,0.05460323765873909,0.09355829656124115,0.0009553604177199304,-0.03131568059325218,0.16755591332912445,0.07153588533401489,-0.09009864926338196,-0.05911485105752945,0.029613416641950607,0.020207833498716354,0.005713059101253748,-0.04287102445960045,0.09044643491506577,0.10863912105560303,-0.06799952685832977,-0.23521879315376282,-0.1582230031490326,-0.10923752188682556,-0.0624285452067852,0.025799013674259186,0.13934193551540375,-0.023168381303548813,-0.003738969564437866,0.02768014557659626,-0.04726160690188408,-0.08724451810121536,0.06805247813463211,-0.1755502074956894,-0.12038730829954147,0.013042418286204338,-0.09332840889692307,0.023153280839323997,0.0856359675526619,0.10049919039011002,0.06213952600955963,-0.0801611915230751,-0.06037582829594612,0.02469032071530819,0.08484506607055664,0.015471654012799263,0.014482619240880013,-0.07961764186620712,-0.03040551021695137,0.13958488404750824,0.013520598411560059,-0.17607031762599945,-0.05751501023769379,-0.016203392297029495,0.01408173143863678,0.09624018520116806,-0.0826815739274025,0.13794714212417603,-0.050976913422346115,-0.07543002814054489,0.026347225531935692,0.047548409551382065,-0.10405753552913666,-0.07065344601869583,-0.02802213840186596,-0.014759119600057602,-0.10022126138210297,-0.06775053590536118,-0.08790133148431778,-0.06339371204376221,-0.10623019933700562,0.03032613731920719,0.09052782505750656,0.1348058581352234,0.003037333721294999,-0.011362955905497074,-0.16648408770561218,-0.17007218301296234,0.05201607570052147,-0.12778054177761078,-0.024141786620020866,-0.054414182901382446,-0.09891355037689209,-0.0006061842432245612,0.07755544036626816,0.028061730787158012,-0.11563220620155334,-0.07349588721990585,0.0804344192147255,-0.04612511396408081,0.09541665017604828,-0.02914970926940441,-0.04838814213871956,0.07239802926778793,-0.029187960550189018,-0.03472612798213959,0.0603618323802948,-0.05542508512735367,0.051438916474580765,0.06794185191392899,-0.026170115917921066,-0.0716068372130394,0.020007960498332977,-0.03779105469584465,0.08923303335905075,-0.07352716475725174,0.31235557794570923,0.0306941419839859,0.047853823751211166,0.21374495327472687,-0.016262374818325043,-0.0914430096745491,0.12557180225849152,-0.07170488685369492,-0.04033363610506058,-0.05933884158730507,-0.06960494816303253,-0.09239586442708969,-0.17908822000026703,-0.029614640399813652,-0.03496749699115753,-0.016209866851568222,0.14682762324810028,-0.027905648574233055,-0.14744433760643005,0.06738162040710449,0.018783260136842728,0.14518432319164276,0.08226928859949112,-0.01765710674226284,0.05709747597575188
3,21,69,195,599,204,608,199,603,9.337473201948237,9.337473201948237,254.0,252.47826086956522,204.0,0.023695673793554306,-0.057302381843328476,0.0744522288441658,0.041795823723077774,0.09315083175897598,-0.00018267636187374592,-0.03377954661846161,0.16758066415786743,0.07007649540901184,-0.09078027307987213,-0.0632016584277153,0.029989400878548622,0.02489342726767063,0.009811111725866795,-0.04092608392238617,0.08687791228294373,0.11476851999759674,-0.0699404627084732,-0.24158307909965515,-0.15674348175525665,-0.1106979250907898,-0.059275779873132706,0.019742144271731377,0.13975924253463745,-0.015962200239300728,0.0007069185958243906,0.03364076465368271,-0.05045873671770096,-0.0898808166384697,0.06984994560480118,-0.16668252646923065,-0.11551105976104736,0.009723520837724209,-0.08869604021310806,0.01699962466955185,0.08157306164503098,0.10090048611164093,0.06240276247262955,-0.08548478037118912,-0.07222207635641098,0.02539803460240364,0.08433413505554199,0.01632084511220455,0.011593909002840519,-0.08868579566478729,-0.030524900183081627,0.13493984937667847,0.008182737044990063,-0.17368073761463165,-0.05661642551422119,-0.02074924297630787,0.012321917340159416,0.092246875166893,-0.08797846734523773,0.14398439228534698,-0.05536830052733421,-0.07935839891433716,0.028111757710576057,0.04561326280236244,-0.09969793260097504,-0.08016525208950043,-0.027683701366186142,-0.009215270169079304,-0.09962888807058334,-0.0655982568860054,-0.08806442469358444,-0.06296289712190628,-0.10753853619098663,0.02981184981763363,0.09043074399232864,0.13391639292240143,0.004887539893388748,-0.014455513097345829,-0.1720222681760788,-0.17607776820659637,0.05040473863482475,-0.11881359666585922,-0.025687171146273613,-0.05639155954122543,-0.09930425882339478,0.002793727209791541,0.08120603859424591,0.024764113128185272,-0.1164260134100914,-0.07788120210170746,0.08144692331552505,-0.04766768962144852,0.09124888479709625,-0.026648780331015587,-0.04091421887278557,0.0740879625082016,-0.026130802929401398,-0.031985804438591,0.0598897822201252,-0.058444224298000336,0.056341029703617096,0.07374507188796997,-0.021210987120866776,-0.07051245868206024,0.016490347683429718,-0.033863987773656845,0.0851840078830719,-0.07308465987443924,0.315310537815094,0.03018302656710148,0.04411564767360687,0.20942598581314087,-0.01970890536904335,-0.09292972087860107,0.12386816740036011,-0.06742843240499496,-0.040552955120801926,-0.04689645767211914,-0.07101699709892273,-0.09305474162101746,-0.17594487965106964,-0.03092467412352562,-0.03340740129351616,-0.014932902529835701,0.14979340136051178,-0.02543005347251892,-0.1481975018978119,0.06286389380693436,0.012804850935935974,0.14456258714199066,0.08679475635290146,-0.018752137199044228,0.05442383140325546
4,21,69,379,381,388,390,383,385,9.337473201948237,9.337473201948237,254.0,253.43478260869566,236.0,0.03043350763618946,-0.06430579721927643,0.07748692482709885,0.05465184897184372,0.09343770146369934,0.00044331580284051597,-0.030764026567339897,0.1680688112974167,0.07093947380781174,-0.08902602642774582,-0.05860127881169319,0.02992977201938629,0.020485354587435722,0.006076895631849766,-0.0434868261218071,0.09013702720403671,0.1088440865278244,-0.06858532130718231,-0.23499983549118042,-0.1577260047197342,-0.10905442386865616,-0.06174153462052345,0.025856727734208107,0.1395433247089386,-0.023194491863250732,-0.004009003285318613,0.026561466977000237,-0.04792127013206482,-0.08783652633428574,0.06785054504871368,-0.1752050668001175,-0.11993850767612457,0.012462886050343513,-0.09411893784999847,0.023189373314380646,0.08598729968070984,0.10069151222705841,0.062210142612457275,-0.0810459777712822,-0.06031760945916176,0.02491828054189682,0.08499515056610107,0.0162587221711874,0.013806591741740704,-0.07918685674667358,-0.03165009245276451,0.1399093121290207,0.014472548849880695,-0.1762184202671051,-0.05737308785319328,-0.016863103955984116,0.01527369860559702,0.09686186164617538,-0.08319422602653503,0.1376670002937317,-0.0517762191593647,-0.07495157420635223,0.026132116094231606,0.04739857092499733,-0.10479932278394699,-0.07120741903781891,-0.028318405151367188,-0.014607938937842846,-0.09998626261949539,-0.06837020814418793,-0.08804071694612503,-0.0626235157251358,-0.10590408742427826,0.02953452058136463,0.09130822122097015,0.1353631615638733,0.0039317975752055645,-0.01127777248620987,-0.1667037010192871,-0.169319286942482,0.052571605890989304,-0.1273147016763687,-0.02419324591755867,-0.05418241396546364,-0.09862974286079407,-0.0002462718402966857,0.07701016217470169,0.028242379426956177,-0.11524435132741928,-0.07472225278615952,0.08144916594028473,-0.04579123482108116,0.09525779634714127,-0.027644261717796326,-0.047165825963020325,0.07130061835050583,-0.02926640771329403,-0.03395768627524376,0.06029199808835983,-0.0546913668513298,0.051931388676166534,0.06776056438684464,-0.02572898380458355,-0.07116332650184631,0.01924530602991581,-0.03780585899949074,0.08860865235328674,-0.07364771515130997,0.31304579973220825,0.03051149658858776,0.04805740714073181,0.21295635402202606,-0.016316421329975128,-0.09168824553489685,0.12632285058498383,-0.07155130058526993,-0.0404229536652565,-0.05971768498420715,-0.0688142403960228,-0.0922875851392746,-0.17924892902374268,-0.030237725004553795,-0.03498043864965439,-0.01625979319214821,0.1466749757528305,-0.027644801884889603,-0.14733485877513885,0.06776094436645508,0.017994342371821404,0.145400732755661,0.08329135179519653,-0.01737663336098194,0.056187987327575684
5,21,69,341,499,350,508,345,503,9.337473201948237,9.337473201948237,254.0,251.8985507246377,217.0,0.03453969210386276,-0.06673770397901535,0.07684466242790222,0.05743299424648285,0.08995307236909866,-0.0016301332507282495,-0.03143013268709183,0.16246122121810913,0.07562718540430069,-0.09206362813711166,-0.06480666249990463,0.02538447454571724,0.017193704843521118,0.0040136706084012985,-0.04089364409446716,0.09041193127632141,0.10384305566549301,-0.06654209643602371,-0.23751391470432281,-0.15629611909389496,-0.11427018791437149,-0.060012031346559525,0.024803021922707558,0.13663440942764282,-0.018654540181159973,0.0035057479981333017,0.025178425014019012,-0.050014179199934006,-0.084340400993824,0.06503015756607056,-0.1748896837234497,-0.11603174358606339,0.010468972846865654,-0.0940747782588005,0.01877232827246189,0.08871375769376755,0.10020381957292557,0.06310173124074936,-0.07752328366041183,-0.06890591233968735,0.01627427525818348,0.0815369114279747,0.011284038424491882,0.014102887362241745,-0.0872156172990799,-0.03340911120176315,0.13912031054496765,0.010994445532560349,-0.17731431126594543,-0.05991990119218826,-0.022509455680847168,0.0017026143614202738,0.08842235803604126,-0.07562947273254395,0.14370864629745483,-0.048891279846429825,-0.08189154416322708,0.030344108119606972,0.0420096293091774,-0.10094073414802551,-0.07598613947629929,-0.02721930667757988,-0.0233759842813015,-0.10327818989753723,-0.06743304431438446,-0.0854857787489891,-0.05921459197998047,-0.10694210231304169,0.029371798038482666,0.09317685663700104,0.1304752677679062,0.010076942853629589,-0.019622428342700005,-0.17372886836528778,-0.1681160181760788,0.05758892372250557,-0.12483526766300201,-0.02472112327814102,-0.05463255196809769,-0.09765670448541641,-0.004802146460860968,0.07735182344913483,0.029748447239398956,-0.12340142577886581,-0.07537899911403656,0.08420952409505844,-0.05129145085811615,0.09494352340698242,-0.022712092846632004,-0.04817730188369751,0.0701550766825676,-0.031578853726387024,-0.03621815890073776,0.059891026467084885,-0.04940452799201012,0.057111337780952454,0.0668705403804779,-0.023784546181559563,-0.06777986139059067,0.02195042185485363,-0.032849591225385666,0.09185085445642471,-0.07177040725946426,0.3127387762069702,0.028241489082574844,0.0541912280023098,0.21495434641838074,-0.013175785541534424,-0.08458252251148224,0.12769636511802673,-0.06642276048660278,-0.042440738528966904,-0.05787105858325958,-0.07289855927228928,-0.09559919685125351,-0.1767677217721939,-0.029207248240709305,-0.03579834848642349,-0.016136813908815384,0.14614610373973846,-0.028820734471082687,-0.1477627456188202,0.06541768461465836,0.016818873584270477,0.1412218064069748,0.07939869910478592,-0.015911033377051353,0.06028105318546295
6,21,69,341,585,350,594,345,589,9.337473201948237,9.337473201948237,254.0,253.2463768115942,220.0,0.028578337281942368,-0.059669800102710724,0.08444195985794067,0.04547151178121567,0.09589692205190659,0.008134283125400543,-0.033979788422584534,0.16502954065799713,0.06579840928316116,-0.08814743906259537,-0.05573010817170143,0.02512291632592678,0.02078208513557911,0.009328278712928295,-0.03532664477825165,0.08967660367488861,0.1074160784482956,-0.0732000544667244,-0.2354474812746048,-0.1570880264043808,-0.1051274761557579,-0.06326998025178909,0.02449965476989746,0.13991014659404755,-0.02782154269516468,-0.000499112531542778,0.03151246905326843,-0.048289183527231216,-0.08849552273750305,0.06872639060020447,-0.17231787741184235,-0.11718903481960297,0.013972854241728783,-0.09080115705728531,0.02075270563364029,0.08689790964126587,0.10059946030378342,0.06278032064437866,-0.0793207660317421,-0.059193696826696396,0.02694273181259632,0.08319271355867386,0.013181278482079506,0.013743238523602486,-0.07271092385053635,-0.02471565641462803,0.1335960030555725,0.010004530660808086,-0.17488275468349457,-0.05430568754673004,-0.01907527446746826,0.0192167479544878,0.09762845188379288,-0.08087313920259476,0.13663268089294434,-0.05641673505306244,-0.08292632550001144,0.026976699009537697,0.04337747022509575,-0.10897821933031082,-0.07488275319337845,-0.028788883239030838,-0.012608660385012627,-0.10399703681468964,-0.06192944571375847,-0.09301814436912537,-0.06101182475686073,-0.1015220433473587,0.02986987680196762,0.09219587594270706,0.13556577265262604,0.005630461033433676,-0.011093301698565483,-0.16740553081035614,-0.1672503650188446,0.055775970220565796,-0.12944765388965607,-0.029052987694740295,-0.05025585740804672,-0.09473209828138351,-0.0021730607841163874,0.07716934382915497,0.03210514783859253,-0.11926154047250748,-0.07648816704750061,0.08058269321918488,-0.04724084585905075,0.09578807651996613,-0.01798439957201481,-0.04585247486829758,0.0725310742855072,-0.026725493371486664,-0.0345657616853714,0.06267955899238586,-0.05716118961572647,0.04928235337138176,0.06705646216869354,-0.023263126611709595,-0.07387872785329819,0.01866026781499386,-0.03561016544699669,0.08419304341077805,-0.08400878310203552,0.31426799297332764,0.027219705283641815,0.04651392251253128,0.21542704105377197,-0.01412197481840849,-0.09240902960300446,0.1248537003993988,-0.0750589668750763,-0.035076312720775604,-0.06042419746518135,-0.073309026658535,-0.09382683783769608,-0.18280580639839172,-0.03343173488974571,-0.035020481795072556,-0.016935598105192184,0.14528286457061768,-0.030457619577646255,-0.14441651105880737,0.07602722197771072,0.011203509755432606,0.1472107470035553,0.08367814123630524,-0.021063951775431633,0.059641070663928986
7,21,69,410,656,419,665,414,660,9.337473201948237,9.337473201948237,254.0,243.85507246376812,135.0,0.02903815545141697,-0.05712234601378441,0.06351864337921143,0.08015863597393036,0.06919357925653458,0.010473595932126045,-0.041950177401304245,0.1621561348438263,0.05904923379421234,-0.10723979771137238,-0.0552825927734375,0.029024915769696236,0.042613983154296875,0.0005521840648725629,-0.04559237137436867,0.09771908819675446,0.12506310641765594,-0.06365424394607544,-0.2283148467540741,-0.15725591778755188,-0.08594387024641037,-0.10262381285429001,-0.005985361523926258,0.12865477800369263,-0.03073066845536232,0.01031146664172411,0.01574086770415306,-0.06429863721132278,-0.05849877744913101,0.08987247198820114,-0.18242405354976654,-0.1275203377008438,0.03383167088031769,-0.09979738295078278,0.035144709050655365,0.07810946553945541,0.07966754585504532,0.05835959315299988,-0.09442033618688583,-0.06275224685668945,0.03496004641056061,0.12727290391921997,-0.024768145754933357,0.021874550729990005,-0.0789390504360199,-0.016570130363106728,0.11375287920236588,0.00583757646381855,-0.19603006541728973,-0.02854810282588005,-0.022787686437368393,0.007582806516438723,0.07446698099374771,-0.05654483661055565,0.14167049527168274,-0.0726948007941246,-0.08736579865217209,0.02627820335328579,0.06990382075309753,-0.10416971892118454,-0.09594304859638214,-0.01036962028592825,-0.016981469467282295,-0.10673804581165314,-0.031121043488383293,-0.11529699712991714,-0.06671275198459625,-0.11652088165283203,0.04527902975678444,0.11518935859203339,0.11902741342782974,0.01833249069750309,-0.024221928790211678,-0.16219308972358704,-0.17717458307743073,0.04669695720076561,-0.16158801317214966,-0.017638608813285828,-0.04951925575733185,-0.10415083169937134,-0.004297712817788124,0.08220592141151428,0.01848997175693512,-0.09965656697750092,-0.07133711129426956,0.07407877594232559,-0.04784383252263069,0.09171292185783386,-0.02657555788755417,-0.041026268154382706,0.051040153950452805,-0.023906568065285683,-0.034171298146247864,0.03638548403978348,-0.06084565445780754,0.036210495978593826,0.059336885809898376,-0.011232779361307621,-0.06901455670595169,0.03625132888555527,-0.018457842990756035,0.06820023059844971,-0.08369611203670502,0.27207618951797485,0.028527656570076942,0.056289952248334885,0.22573217749595642,0.017823293805122375,-0.08884938061237335,0.11689546704292297,-0.06764611601829529,-0.007493970915675163,-0.054878588765859604,-0.06901830434799194,-0.08675597608089447,-0.175825834274292,-0.026511985808610916,-0.036077503114938736,-0.017643174156546593,0.14555639028549194,-0.005665491335093975,-0.15006625652313232,0.06741918623447418,0.0255447905510664,0.1610986888408661,0.0868426039814949,-0.01724214293062687,0.04964973405003548
8,21,69,425,574,434,583,429,578,9.337473201948237,9.337473201948237,254.0,242.84057971014494,134.0,0.008858353830873966,-0.05135560780763626,0.07134280353784561,0.04754265770316124,0.09887824952602386,0.0009869778295978904,-0.0584368072450161,0.17235985398292542,0.07492049783468246,-0.10997716337442398,-0.04849119111895561,0.020072897896170616,0.012332621030509472,0.02455906942486763,-0.04264329746365547,0.08811632543802261,0.10354775190353394,-0.059487078338861465,-0.24335245788097382,-0.14960026741027832,-0.0910954400897026,-0.10472409427165985,-0.006042111665010452,0.09941922873258591,-0.02232416160404682,0.006745791994035244,0.04773528128862381,-0.04722243919968605,-0.09010650962591171,0.07477103173732758,-0.17947661876678467,-0.12006616592407227,0.014820213429629803,-0.09269700944423676,0.015623676590621471,0.09837664663791656,0.07121668010950089,0.06016985699534416,-0.08421275019645691,-0.0921710878610611,0.0006581778870895505,0.09517711400985718,0.02397063933312893,-0.005758549086749554,-0.09594526886940002,-0.009977862238883972,0.11578978598117828,0.010830027051270008,-0.1806286871433258,-0.049434494227170944,-0.01179568748921156,-0.013668620027601719,0.07798902690410614,-0.10213091969490051,0.13152281939983368,-0.0586259551346302,-0.08214238286018372,0.0392591692507267,0.050654761493206024,-0.11245742440223694,-0.08735942840576172,-0.028452018275856972,0.007912597618997097,-0.10272391140460968,-0.0571589320898056,-0.08826465904712677,-0.07102116197347641,-0.10515295714139938,0.041519492864608765,0.08777590095996857,0.15392623841762543,0.028388509526848793,-0.04075010120868683,-0.15917031466960907,-0.1652655154466629,0.056441210210323334,-0.11301837116479874,-0.0063478960655629635,-0.05439798906445503,-0.11871495097875595,0.009835267439484596,0.06975527107715607,0.02193823643028736,-0.1229017823934555,-0.05650736019015312,0.06773024052381516,-0.06063444912433624,0.07104811072349548,-0.0282271895557642,-0.052405886352062225,0.09729564189910889,-0.021171702072024345,-0.03615729510784149,0.054265137761831284,-0.06304463744163513,0.04348213970661163,0.07810600847005844,-0.005348555278033018,-0.07023394107818604,0.023584753274917603,-0.020987430587410927,0.08640645444393158,-0.06785426288843155,0.31061017513275146,0.031086260452866554,0.02795218862593174,0.20215623080730438,-0.014254559762775898,-0.09442704170942307,0.11568346619606018,-0.04604288935661316,-0.026592766866087914,-0.05496515706181526,-0.05864264443516731,-0.08786851167678833,-0.16288603842258453,-0.02967216819524765,-0.06359223276376724,-0.016466988250613213,0.16149593889713287,-0.03874151408672333,-0.15747621655464172,0.060594942420721054,-0.003577265189960599,0.15631617605686188,0.0847613662481308,-0.027976593002676964,0.05549612641334534
9,21,69,477,463,486,472,481,467,9.337473201948237,9.337473201948237,253.0,194.3913043478261,87.0,0.010625091381371021,-0.05346210300922394,0.06830479949712753,0.06469913572072983,0.05246816948056221,0.019599242135882378,-0.057841651141643524,0.1266118437051773,0.0933820977807045,-0.09986014664173126,-0.07817935943603516,0.029618218541145325,0.057649631053209305,0.010816726833581924,-0.06505801528692245,0.0744289681315422,0.14421284198760986,-0.03309428319334984,-0.23196923732757568,-0.18368837237358093,-0.1199282556772232,-0.06951659917831421,0.024412700906395912,0.08756870031356812,-0.03479728475213051,0.003007149789482355,-0.011960762552917004,-0.061678893864154816,-0.07640165090560913,0.051733072847127914,-0.15872545540332794,-0.10604692995548248,0.07076133042573929,-0.08517512679100037,0.0804828405380249,0.053903281688690186,0.047208018600940704,0.08378680795431137,-0.11160395294427872,-0.028197336941957474,-0.013742613606154919,0.15205487608909607,0.004649466834962368,-0.015134960412979126,-0.053068991750478745,-0.02077494189143181,0.11080536991357803,0.001649516518227756,-0.19265586137771606,-0.07897288352251053,-0.0184849351644516,-0.006840541027486324,0.061192139983177185,-0.11442749947309494,0.10060787945985794,-0.056346673518419266,-0.09113668650388718,0.0063802567310631275,0.06940553337335587,-0.10144525021314621,-0.06646160781383514,-0.036530502140522,-0.0050052073784172535,-0.15319235622882843,-0.06586232781410217,-0.06261853873729706,-0.12775185704231262,-0.049978107213974,0.01997438445687294,0.1442529261112213,0.15110324323177338,0.036319758743047714,0.0026418755296617746,-0.15945634245872498,-0.20121511816978455,0.07431727647781372,-0.13643380999565125,-0.007483172230422497,-0.08857952058315277,-0.09093103557825089,-0.05070946738123894,0.04561835527420044,0.0008740160847082734,-0.09957210719585419,-0.05597785860300064,0.1009930744767189,-0.04283316805958748,0.08401608467102051,-0.024904880672693253,-0.047949083149433136,0.0244431234896183,-0.016563907265663147,-0.035084232687950134,-0.005102992989122868,-0.022644177079200745,0.024642113596200943,0.0433371402323246,-0.038535986095666885,-0.0588207021355629,0.059650734066963196,-0.045631807297468185,0.0698201134800911,-0.08242589980363846,0.2502112090587616,0.03497195243835449,0.017968513071537018,0.2041957825422287,0.05128837376832962,-0.054212313145399094,0.12797440588474274,-0.02431321144104004,-0.017880938947200775,-0.0656740665435791,-0.03978443890810013,-0.08683335036039352,-0.18059088289737701,-0.041608572006225586,-0.09687221050262451,-0.02506539784371853,0.17341887950897217,-0.08807303756475449,-0.1558605134487152,0.05394110828638077,0.04498932138085365,0.155757337808609,0.0723569467663765,0.006936062593013048,0.032524652779102325
10,21,69,591,419,600,428,595,423,9.337473201948237,9.337473201948237,231.0,185.3768115942029,91.0,0.02840806543827057,-0.048648104071617126,0.06361120194196701,0.0727194994688034,0.09352719783782959,0.029330892488360405,-0.07005269825458527,0.12451659142971039,0.06269098818302155,-0.11061549931764603,-0.057055022567510605,0.02459789253771305,0.0438176691532135,0.04016190394759178,-0.058084458112716675,0.10164770483970642,0.14640258252620697,-0.023555252701044083,-0.20528823137283325,-0.17129182815551758,-0.11085990816354752,-0.10321903973817825,0.02427603304386139,0.08795812726020813,-0.009855519980192184,-0.012456098571419716,-0.029499556869268417,-0.06041732802987099,-0.07381885498762131,0.05448220670223236,-0.15805299580097198,-0.11807912588119507,0.0944191962480545,-0.09357203543186188,0.07397236675024033,0.11455819755792618,0.060392819344997406,0.058194637298583984,-0.086529441177845,-0.017612844705581665,-0.03429056331515312,0.1429225653409958,0.0034318414982408285,0.006151032634079456,-0.03340894728899002,-0.050711337476968765,0.13827300071716309,-0.028603263199329376,-0.21563568711280823,-0.07742218673229218,-0.03868752345442772,-0.0519588328897953,0.03387412428855896,-0.0985620990395546,0.11866256594657898,-0.026311196386814117,-0.07501554489135742,0.012841500341892242,0.07469949126243591,-0.153580904006958,-0.08026623725891113,-0.06369350850582123,0.010243188589811325,-0.15011878311634064,-0.062060222029685974,-0.06297016888856888,-0.09136862307786942,-0.055810876190662384,0.0104603823274374,0.13454435765743256,0.17469096183776855,0.032085638493299484,-0.036334652453660965,-0.1324818879365921,-0.15453490614891052,0.0471673384308815,-0.14624522626399994,0.0001334736734861508,-0.08317539095878601,-0.10807445645332336,-0.053587596863508224,0.037136662751436234,0.017925092950463295,-0.1290520429611206,-0.061786167323589325,0.09270218759775162,-0.01033916138112545,0.09004175662994385,0.005224461667239666,-0.08333365619182587,0.027204936370253563,-0.03915678337216377,-0.016830796375870705,-0.02505161240696907,-0.03769366815686226,0.014306433498859406,0.02530648745596409,-0.04306440427899361,-0.029919752851128578,0.09492022544145584,-0.008846988901495934,0.058157630264759064,-0.11720926314592361,0.226988285779953,0.01947823353111744,-0.004542039707303047,0.17677439749240875,0.03778456151485443,-0.07527051866054535,0.1605544537305832,-0.03940168023109436,-0.004775682929903269,-0.05386076867580414,-0.0655447393655777,-0.053931351751089096,-0.18605253100395203,-0.02185123786330223,-0.04117216169834137,0.009849714115262032,0.1901385486125946,-0.04360906779766083,-0.16241545975208282,0.06446941196918488,0.03792561590671539,0.14313377439975739,0.0470924936234951,0.02822553552687168,0.034325093030929565
