id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,138.11,747.53,57,24.496,0.93774,134.5,743.5,8,8,8,8
2,150.47,529.89,57,24.496,0.93774,146.5,525.5,8,8,8,8
3,158.57,545.36,67,27.54,0.89439,152.5,541.5,12,8,8,12
4,258.42,723.71,2545,183.14,0.92167,234.5,691.5,50,68,68,50
5,258.33,46.673,55,23.479,0.9753,254.5,42.5,8,8,8,8
6,288.03,8.2,95,33.949,0.86777,280.5,4.5,14,8,8,14
7,290.25,552.23,56,26.291,0.81235,284.5,549.5,12,6,6,12
8,317.44,258.91,2685,184.21,0.96126,288.5,230.5,60,56,56,60
9,312.73,131.23,1836,153.91,0.93542,290.5,104.5,44,54,54,44
10,360.06,603.41,2139,165.84,0.94129,330.5,573.5,53,56,56,53
11,366.84,500.47,2841,187.49,0.98237,336.5,469.5,59,60,60,59
12,362.62,758.46,85,33.858,0.78025,358.5,751.5,8,14,14,8
13,487.67,765.67,55,23.479,0.9753,483.5,761.5,8,8,8,8
14,506.63,661.49,90,31.278,0.95464,501.5,655.5,10,12,12,10
15,529.5,283.5,54,23.984,0.92224,525.5,278.5,8,10,10,8
16,548.49,578.24,137,39.862,0.93094,541.5,571.5,14,12,12,14
17,574.24,677.6,2313,171.71,0.95075,549.5,647.5,50,60,60,50
18,584.21,536.03,63,30.898,0.68325,579.5,529.5,10,12,12,10
19,682.99,51.312,2196,165.44,0.97105,657.5,26.5,52,50,50,52
20,691.49,171.13,2440,173.18,0.98628,663.5,144.5,56,54,54,56
