id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,200.57,666.67,129,46.23,0.66504,190.5,661.5,20,10,10,20
2,254.33,694.85,2476,178.45,0.94352,230.5,663.5,52,62,62,52
3,318.99,247.99,2437,177.88,0.93452,296.5,216.5,46,64,64,46
4,326.98,139.82,1839,151.43,0.96726,306.5,112.5,42,54,54,42
5,337.48,614.05,1656,146.37,0.93099,316.5,587.5,40,52,52,40
6,356.99,514.89,2658,183.66,0.95715,324.5,487.5,65,52,52,65
7,381.18,590.23,1640,146.77,0.91702,360.5,565.5,39,54,54,39
8,542,107.64,59,27.49,0.79017,535.5,104.5,12,6,6,12
9,572.5,690.21,2120,166.86,0.92181,549.5,659.5,46,62,62,46
10,655.48,21.29,1871,155.24,0.9373,631.5,0.5,50,46,46,50
11,664.7,161.48,2340,170.04,0.98049,635.5,134.5,56,54,54,56
