id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,5.8333,586.94,228,56.088,0.81671,0.5,575.5,12,22,22,12
2,12.148,645.59,860,111.48,0.82255,0.5,625.5,28,40,40,28
3,211.66,723.83,1602,141.65,0.96023,190.5,701.5,44,44,44,44
4,268.22,642.72,2002,158.13,0.96734,242.5,619.5,52,46,46,52
5,298.29,464.75,1982,160.62,0.92868,272.5,439.5,48,54,54,48
6,297.35,284.66,2021,163.63,0.91308,276.5,254.5,42,62,62,42
7,329.03,668.94,1975,156.99,0.96793,302.5,645.5,54,50,50,54
8,340.43,237.32,1451,136.31,0.93763,318.5,214.5,46,42,42,46
9,349.37,166.76,1783,152.95,0.91963,322.5,148.5,55,38,38,55
10,368.87,543.97,2061,161.66,0.95362,340.5,519.5,53,50,50,53
11,382.41,647.92,1189,123.47,0.93212,366.5,625.5,33,46,46,33
12,402.59,99.955,2021,167.35,0.87375,368.5,76.5,61,44,44,61
13,435.63,610.87,2907,207.88,0.82037,395.5,587.5,80,46,46,80
14,542.72,649.07,2333,172.14,0.95427,513.5,619.5,56,56,56,56
15,608.96,671.81,2752,186.82,0.95832,577.5,643.5,60,58,58,60
16,626.11,161.33,914,121.77,0.73612,615.5,134.5,22,52,52,22
17,646.91,94.279,1607,144.5,0.92647,625.5,68.5,40,50,50,40
