id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,4.3922,578.75,102,35.057,0.87845,0.5,571.5,8,14,14,8
2,10.886,634.14,902,116.97,0.78566,0.5,611.5,22,44,44,22
3,240.66,722.75,1610,142.31,0.95626,218.5,697.5,44,48,48,44
4,259.63,657.47,1628,143.79,0.94767,236.5,635.5,48,44,44,48
5,288.58,277.45,1678,147.97,0.92343,270.5,250.5,36,54,54,36
6,312.51,468.94,1388,137.5,0.88178,290.5,445.5,42,50,50,42
7,334.34,634.49,2225,165.93,0.97809,306.5,609.5,56,52,52,56
8,332.1,240.17,1394,136.89,0.89335,310.5,216.5,46,44,44,46
9,346.13,161.53,1451,138.81,0.90483,328.5,134.5,34,54,54,34
10,380.65,96.667,1933,163.81,0.87151,346.5,72.5,61,46,46,61
11,362.79,534.91,968,117.15,0.84069,350.5,511.5,27,46,46,27
12,422.34,605.55,2496,176.25,0.97461,395.5,575.5,54,60,60,54
13,543.2,662.17,2063,160.92,0.96313,517.5,635.5,50,50,50,50
14,590.32,705.35,1188,133.88,0.79517,573.5,679.5,34,52,52,34
15,613.21,717.06,317,63.532,0.89611,601.5,705.5,22,22,22,22
16,627.99,168.03,1385,140.99,0.83778,603.5,144.5,42,50,50,42
17,675.4,134.02,1406,136.04,0.91212,649.5,114.5,50,38,38,50
