id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.548,599.41,726,101.85,0.82768,0.5,579.5,22,40,40,22
2,50.574,673.22,2665,183.98,0.95646,24.5,643.5,56,58,58,56
3,159.83,730.86,1908,152.55,0.98911,136.5,707.5,46,50,50,46
4,221.94,712.55,2381,176.77,0.9244,196.5,681.5,50,64,64,50
5,238.78,213.62,1932,158.06,0.93428,214.5,184.5,48,54,54,48
6,239.48,307.55,1811,148.43,0.99053,216.5,284.5,46,48,48,46
7,267.89,666.64,1717,151.59,0.90118,246.5,641.5,44,50,50,44
8,292.02,147.21,1668,145.99,0.94252,266.5,128.5,50,42,42,50
9,301.6,460.03,2595,181.88,0.9526,276.5,431.5,54,58,58,54
10,311.37,281.43,2280,168.03,0.97782,284.5,254.5,56,54,54,56
11,304.1,606.11,988,116.22,0.87143,286.5,585.5,36,40,40,36
12,330.34,662.04,2658,188.2,0.91234,296.5,631.5,60,62,62,60
13,358.46,501.75,4205,248.35,0.83548,316.5,463.5,87,78,78,87
14,358.27,123.16,1840,153.9,0.93753,330.5,96.5,53,50,50,53
15,356.78,214.48,1866,158.97,0.89226,336.5,182.5,39,60,60,39
16,367.99,587.5,1245,128.13,0.9079,344.5,571.5,47,34,34,47
17,401.58,167.15,2085,164.94,0.9274,369.5,146.5,62,44,44,62
18,397.5,645.79,1530,137.85,0.96722,375.5,623.5,42,48,48,42
19,411.41,63.657,1878,156.06,0.93113,387.5,38.5,52,52,52,52
20,428.54,592.78,1976,159.56,0.93798,407.5,565.5,42,54,54,42
21,498.52,621.02,1728,145.36,0.9847,473.5,597.5,50,46,46,50
22,531.68,664.85,1467,135.95,0.95293,509.5,643.5,46,42,42,46
23,576.92,611.69,1477,138.72,0.92222,555.5,591.5,42,46,46,42
24,596.62,149.33,1838,156.6,0.9051,567.5,130.5,56,40,40,56
25,592.37,705.37,1821,152.47,0.94501,567.5,679.5,48,52,52,48
26,604.81,214.33,1730,148.6,0.94416,579.5,190.5,52,48,48,52
27,641.23,13.788,764,108.12,0.7755,617.5,4.5,44,22,22,44
28,639.5,1.5,80,78.036,0.15256,619.5,0.5,40,2,2,40
29,639.86,81.035,1470,139.34,0.90996,619.5,56.5,42,50,50,42
30,669.72,657.71,2282,175.68,0.89682,639.5,627.5,58,56,56,58
31,689.91,108.21,1818,156.57,0.89563,665.5,82.5,44,50,50,44
