id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,6.0537,628.71,242,58.213,0.80785,0.5,617.5,12,22,22,12
2,158.32,686.03,73,29.103,0.88231,152.5,681.5,10,10,10,10
3,254.87,709.21,1267,126.16,0.9523,236.5,689.5,38,38,38,38
4,260.48,643.62,1132,120.51,0.93045,238.5,625.5,44,34,34,44
5,286.7,271.23,1144,123.28,0.89954,268.5,248.5,36,46,46,36
6,305.81,469.92,1515,140.13,0.92745,282.5,449.5,48,46,46,48
7,327.44,615.39,2036,165.54,0.89923,300.5,593.5,58,48,48,58
8,339.66,248.22,1507,138.03,0.95023,316.5,226.5,48,42,42,48
9,339.69,161.39,890,109.32,0.88435,324.5,142.5,32,38,38,32
10,356.28,526.61,1151,123.42,0.90304,338.5,503.5,33,44,44,33
11,377,98.394,1278,133.3,0.8627,354.5,76.5,41,40,40,41
12,406.76,594.82,2131,167.32,0.92155,379.5,567.5,56,56,56,56
13,540.28,669.39,1830,154.12,0.92991,519.5,643.5,46,50,50,46
14,561.64,749.91,353,67.113,0.89874,551.5,737.5,22,22,22,22
15,575.85,718.96,526,88.342,0.78979,559.5,709.5,36,20,20,36
16,589.04,742.12,80,29.756,0.92891,583.5,737.5,10,10,10,10
17,628.68,169.22,1397,136.18,0.90435,607.5,148.5,46,40,40,46
18,691.08,152.37,1342,130.95,0.93791,669.5,134.5,44,36,36,44
