id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.167,624.24,1417,171.29,0.58523,0.5,587.5,20,74,74,20
2,184.76,749.04,1412,133.1,0.95593,160.5,729.5,46,38,38,46
3,216.99,709.09,1254,134.05,0.83723,190.5,695.5,54,28,28,54
4,261.3,664.29,1444,141.35,0.8691,234.5,645.5,50,40,40,50
5,275.28,625.2,1289,129.15,0.92557,252.5,607.5,48,34,34,48
6,279.78,294.72,3062,223.19,0.75112,258.5,246.5,40,94,94,40
7,300.23,479.64,2598,182.4,0.94836,272.5,451.5,60,54,54,60
8,319.13,159.96,1032,114.41,0.9385,300.5,142.5,38,36,36,38
9,330.79,684.97,2070,161.83,0.95577,302.5,659.5,56,50,50,56
10,327.2,255.32,1625,144.08,0.9421,304.5,232.5,48,48,48,48
11,347.83,217.4,881,102.58,0.99043,332.5,200.5,32,34,34,32
12,368.45,542.62,2218,165.51,0.9799,342.5,513.5,53,56,56,53
13,364.84,133.34,2770,208.9,0.77417,344.5,92.5,41,82,82,41
14,381.04,78.747,963,108.3,0.97444,362.5,62.5,35,34,34,35
15,395.81,660.38,1348,130.47,0.94885,375.5,639.5,40,44,44,40
16,437.98,598.55,3447,222.78,0.84863,395.5,565.5,84,64,64,84
17,531.85,6.9103,301,63.928,0.84086,519.5,0.5,24,14,14,24
18,543.73,648.2,2527,195,0.80882,519.5,615.5,52,72,72,52
19,568.01,7.6451,293,61.348,0.88532,557.5,0.5,22,16,16,22
20,613.83,664.41,2304,173.91,0.92366,583.5,639.5,60,50,50,60
21,612.66,168.58,2009,163.85,0.90532,587.5,138.5,48,58,58,48
22,659.36,87.748,1829,150.98,0.9676,637.5,62.5,42,50,50,42
