id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,9.3245,611.45,641,97.786,0.79077,0.5,591.5,20,38,38,20
2,47.513,671.08,2863,189.92,0.96529,18.5,641.5,58,58,58,58
3,145.87,721.87,1802,149.1,0.97706,120.5,697.5,50,48,48,50
4,207.89,694.47,2014,167.37,0.87044,178.5,667.5,58,56,56,58
5,229.2,312.74,1846,150.02,0.98885,204.5,288.5,50,48,48,50
6,235.43,202.36,2080,164.87,0.926,206.5,174.5,54,52,52,54
7,271.38,670.63,1902,161.8,0.87856,248.5,641.5,46,58,58,46
8,277.32,149.2,1794,151.04,0.94836,250.5,128.5,52,46,46,52
9,294.54,462.83,2827,187.7,0.97542,266.5,433.5,56,60,60,56
10,315.67,610.94,3890,249.49,0.76592,280.5,563.5,76,92,92,76
11,316.57,275.39,2196,164.18,0.98569,290.5,248.5,52,52,52,52
12,354.52,502.8,4169,243.29,0.86271,310.5,467.5,89,72,72,89
13,341.53,694.79,1001,117.49,0.86447,318.5,681.5,44,28,28,44
14,360.08,125.65,1717,149.09,0.93109,336.5,100.5,45,48,48,45
15,358.79,208.85,1647,149.9,0.88368,338.5,178.5,39,58,58,39
16,380.54,585.28,1452,136.37,0.93749,354.5,567.5,49,38,38,49
17,394.05,643.51,2024,164.97,0.89991,364.5,623.5,63,44,44,63
18,407.47,165.03,2317,171.51,0.95455,377.5,138.5,58,52,52,58
19,397.3,553.57,261,57.371,0.89569,389.5,543.5,18,20,20,18
20,419.84,58.475,1846,155.6,0.92062,391.5,36.5,58,42,42,58
21,443.02,585.31,2015,162.01,0.92832,417.5,557.5,50,56,56,50
22,499.11,609.31,1735,149.64,0.93404,473.5,589.5,50,40,40,50
23,528.15,671.53,1703,146.6,0.95445,503.5,649.5,50,44,44,50
24,584.26,144.25,2094,166.81,0.91104,551.5,122.5,60,46,46,60
25,575.72,621.05,1669,144.96,0.9562,553.5,597.5,44,44,44,44
26,596.02,706.84,2338,172.7,0.95019,565.5,677.5,60,54,54,60
27,603.56,212.08,1677,147.49,0.92878,577.5,190.5,52,40,40,52
28,633.23,88.965,1563,144.07,0.90635,609.5,64.5,48,48,48,48
29,680.13,661.64,2534,183.47,0.91445,651.5,633.5,54,62,62,54
30,683.35,126.88,1921,157.32,0.9376,655.5,102.5,52,50,50,52
