id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,11.358,629.53,1330,154.29,0.67436,0.5,595.5,26,66,66,26
2,202.17,729.51,2314,177.41,0.89197,174.5,701.5,58,60,60,58
3,266.38,647.71,2113,168.22,0.90426,238.5,617.5,52,60,60,52
4,295,471.52,2524,182.46,0.92078,266.5,443.5,56,56,56,56
5,288.57,283.93,2168,172,0.88812,268.5,248.5,40,68,68,40
6,329.82,680.77,2007,158.86,0.96104,304.5,653.5,52,54,54,52
7,338.63,244.51,2608,194.04,0.84287,312.5,206.5,52,72,72,52
8,349.87,158.45,1823,155.17,0.91401,322.5,136.5,59,42,42,59
9,375.65,545.92,2227,165,0.9899,350.5,519.5,51,52,52,51
10,384.67,95.816,1865,156.94,0.91452,360.5,74.5,49,42,42,49
11,393.75,655.64,1261,124.53,0.9721,375.5,633.5,38,44,44,38
12,434.98,601.06,3248,214.65,0.86046,393.5,573.5,82,54,54,82
13,536.98,651.51,2030,162.41,0.93076,507.5,627.5,56,50,50,56
14,530.63,7.6627,255,56.741,0.89361,521.5,0.5,18,16,16,18
15,567.59,8.2198,232,53.003,0.92487,559.5,0.5,16,16,16,16
16,609.33,667.83,2532,178.75,0.9617,581.5,639.5,56,56,56,56
17,589.46,155.94,93,31.642,0.96593,583.5,150.5,12,10,10,12
18,615.25,163.68,1297,140.49,0.79,601.5,134.5,28,58,58,28
19,649.3,87.216,1809,150.65,0.96113,627.5,60.5,42,52,52,42
