id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,247.57,728.47,1357,132.16,0.93153,230.5,703.5,38,46,46,38
2,268.77,655.96,1686,147.18,0.93767,242.5,633.5,50,44,44,50
3,291.91,263.97,1206,126.64,0.89976,274.5,240.5,34,46,46,34
4,322.9,480.17,1444,135.68,0.94159,302.5,459.5,42,42,42,42
5,338.63,623.49,1203,126.73,0.89626,314.5,607.5,48,32,32,48
6,337.3,185.65,1086,117.97,0.93043,316.5,166.5,42,36,36,42
7,332.22,249.84,894,110.16,0.87514,316.5,228.5,34,40,40,34
8,353.31,529.46,1287,126.27,0.9657,334.5,507.5,39,42,42,39
9,368.58,120.29,1557,146.72,0.87118,338.5,100.5,53,42,42,53
10,402.03,595.68,1811,156.59,0.89198,373.5,573.5,54,48,48,54
11,553,668,1841,152.7,0.95257,531.5,643.5,46,48,48,46
12,570.78,741.2,1676,145.23,0.95668,545.5,719.5,50,44,44,50
13,645.58,144.35,1945,158.75,0.93252,619.5,116.5,48,52,52,48
