id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,16.5,611.5,96,33.528,0.89716,10.5,605.5,12,12,12,12
2,64.171,565.83,70,27.904,0.91266,58.5,561.5,10,10,10,10
3,79.5,461.5,48,23.156,0.87221,76.5,457.5,6,8,8,6
4,88.832,162.96,155,44.94,0.84253,82.5,154.5,12,18,18,12
5,92.634,596.61,71,28.325,0.90109,88.5,591.5,8,10,10,8
6,104.5,158.83,58,24.678,0.94175,100.5,154.5,8,8,8,8
7,105.72,732.39,57,25.877,0.85061,100.5,729.5,10,6,6,10
8,120.03,718.58,95,34.181,0.85702,114.5,711.5,10,14,14,10
9,133.37,738.98,83,30.029,0.94794,128.5,733.5,10,10,10,10
10,163.5,351.07,54,23.984,0.92224,158.5,346.5,10,8,8,10
11,202.3,309.19,86,39.953,0.58192,198.5,300.5,8,18,18,8
12,215.19,122.76,70,28.83,0.86056,210.5,118.5,10,10,10,10
13,214.11,265.34,64,26.291,0.9284,210.5,260.5,8,10,10,8
14,226.35,220.69,74,28.739,0.91493,222.5,214.5,8,12,12,8
15,229.13,82.246,61,25.092,0.96163,224.5,78.5,10,8,8,10
16,255.16,684.52,3437,224.19,0.83575,228.5,637.5,54,90,90,54
17,295.87,114.25,61,25.092,0.96163,290.5,110.5,10,8,8,10
18,307.73,274.58,1192,123.47,0.93435,290.5,252.5,32,44,44,32
19,331.13,612.25,1543,143.12,0.90634,310.5,585.5,38,50,50,38
20,336.31,142.64,1559,142.69,0.92115,312.5,122.5,52,40,40,52
21,348.59,513.44,2760,187.93,0.94997,312.5,485.5,69,54,54,69
22,334.56,238.59,1240,128.88,0.89398,318.5,216.5,32,46,46,32
23,383.55,592.47,1531,140.81,0.92846,362.5,569.5,39,48,48,39
24,371.79,741.62,48,21.982,0.95563,368.5,737.5,7,8,8,7
25,382.8,218.53,60,26.018,0.88674,377.5,214.5,10,8,8,10
26,400.26,25.068,207,53.103,0.82228,389.5,18.5,22,14,14,22
27,406.91,292.07,58,24.728,0.93838,401.5,288.5,10,8,8,10
28,423.1,715.75,61,25.927,0.90718,417.5,711.5,10,8,8,10
29,442.03,468.06,101,37.414,0.77167,437.5,459.5,8,16,16,8
30,445.05,498.99,84,32.75,0.81941,439.5,493.5,12,10,10,12
31,454.87,36.246,61,25.092,0.96163,449.5,32.5,10,8,8,10
32,488.4,677.23,205,54.939,0.76366,481.5,665.5,14,22,22,14
33,503.67,220.58,55,24.405,0.91083,499.5,216.5,8,8,8,8
34,506.53,321.88,60,27.358,0.81054,501.5,316.5,10,10,10,10
35,510.24,613.3,127,38.01,0.94241,503.5,607.5,14,12,12,14
36,512.07,466.67,83,30.029,0.94794,507.5,461.5,10,10,10,10
37,516.64,184.52,56,25.836,0.83806,511.5,180.5,10,8,8,10
38,537.69,407.73,245,60.529,0.75945,525.5,401.5,26,12,12,26
39,548.87,58.754,61,25.092,0.96163,543.5,54.5,10,8,8,10
40,571.65,694.49,1897,157.94,0.91868,549.5,667.5,42,56,56,42
41,591.48,562.57,67,26.018,0.9902,587.5,557.5,8,10,10,8
42,652.15,159.72,2321,170.18,0.97087,621.5,134.5,58,50,50,58
43,653.93,18.925,1597,143.83,0.92902,629.5,0.5,48,38,38,48
44,647.69,108.96,93,32.8,0.90469,641.5,102.5,12,12,12,12
45,655.71,524.13,68,27.126,0.93275,651.5,519.5,8,10,10,8
46,680.05,346.17,124,38.663,0.89163,673.5,340.5,14,12,12,14
47,711.17,359.62,107,34.636,0.94216,705.5,354.5,12,12,12,12
48,715.5,716.7,66,28.598,0.82329,709.5,713.5,12,6,6,12
