id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,21.888,607.78,1754,151.36,0.92337,0.5,585.5,46,46,46,46
2,36.901,669.76,2138,166.63,0.93218,10.5,645.5,54,52,52,54
3,124.3,718.51,2384,180.67,0.88669,92.5,693.5,66,48,48,66
4,190.91,680.49,2728,201.26,0.8205,170.5,641.5,40,80,80,40
5,225.44,205.47,2786,201.58,0.83536,192.5,170.5,64,68,68,64
6,241.79,316.84,1875,154.07,0.95328,220.5,288.5,44,54,54,44
7,260.53,137.03,1236,123.21,0.9729,240.5,116.5,40,40,40,40
8,261.65,691.49,1109,118.86,0.93629,240.5,675.5,44,32,32,44
9,298.27,628.61,3193,276.92,0.51157,258.5,593.5,84,70,70,84
10,276.67,563.21,1004,120.12,0.83033,260.5,537.5,28,50,50,28
11,303.59,442.64,2819,188.21,0.96744,274.5,409.5,58,64,64,58
12,307.78,268.61,1390,134.33,0.92423,282.5,248.5,48,38,38,48
13,304.37,138.47,1008,118.28,0.85917,290.5,114.5,28,46,46,28
14,314.09,310.2,1192,125.95,0.8989,296.5,288.5,36,46,46,36
15,331.77,534.31,1696,146.04,0.9577,306.5,511.5,52,42,42,52
16,327.34,716.59,1139,125.62,0.86324,310.5,693.5,34,46,46,34
17,346.24,132,1237,124.37,0.95608,326.5,110.5,38,44,44,38
18,351.58,181.33,961,110.23,0.93951,332.5,166.5,39,30,30,39
19,368.54,479.83,2431,175.7,0.95512,338.5,451.5,57,54,54,57
20,361.98,227.27,1270,126.28,0.95283,340.5,208.5,43,38,38,43
21,364.69,655.56,779,97.432,0.96779,346.5,641.5,35,28,28,35
22,388.22,571.83,2633,187.89,0.90665,360.5,537.5,59,62,62,59
23,383.15,129.44,1156,126.5,0.86432,368.5,108.5,33,46,46,33
24,412.49,44.98,1738,151.61,0.91199,389.5,24.5,50,46,46,50
25,407.22,188.73,1390,133.01,0.94229,389.5,166.5,36,48,48,36
26,428.2,654.24,1287,131.23,0.8957,407.5,631.5,44,40,40,44
27,442.78,153.22,1099,123.45,0.8618,421.5,130.5,36,42,42,36
28,449.6,568.07,1433,138.16,0.90188,423.5,549.5,52,36,36,52
29,453.93,610.74,1022,116.87,0.89163,431.5,597.5,44,26,26,44
30,493.48,565.39,1276,133.45,0.85946,477.5,537.5,30,54,54,30
31,516.93,614.47,1234,125.23,0.94102,495.5,595.5,42,38,38,42
32,528.63,693.86,1916,166.51,0.83651,499.5,667.5,60,50,50,60
33,565.74,151.84,2333,172.95,0.94551,535.5,126.5,60,48,48,60
34,566.21,655.75,1154,124.53,0.88961,545.5,637.5,44,38,38,44
35,596.08,718.6,2041,165.82,0.89844,565.5,695.5,62,48,48,62
36,611.79,213.54,2047,172.6,0.83289,577.5,196.5,68,34,34,68
37,608.09,605.01,1404,136.08,0.91028,589.5,579.5,36,50,50,36
38,634.56,75.857,1895,158.39,0.91263,603.5,56.5,60,42,42,60
39,654.16,165.07,2324,173.43,0.93675,627.5,140.5,58,48,48,58
40,658.87,679.81,2072,162.03,0.9544,631.5,655.5,54,52,52,54
41,669.77,17.601,1861,162.05,0.85704,639.5,0.5,60,40,40,60
