id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,181.87,571.29,68,27.126,0.93275,176.5,567.5,10,8,8,10
2,260.38,727.66,2367,174.58,0.94169,236.5,697.5,50,64,64,50
3,314.78,255.49,2615,180.77,0.97155,288.5,226.5,54,58,58,54
4,314.26,131.31,1868,153.69,0.95433,292.5,104.5,44,54,54,44
5,364.46,502.11,2853,188.11,0.98021,332.5,471.5,61,60,60,61
6,359.09,604.17,2439,176.38,0.95102,332.5,571.5,53,64,64,53
7,410.34,156.33,64,27.217,0.87262,405.5,152.5,10,8,8,10
8,574.33,678.58,2222,169.16,0.94054,547.5,649.5,52,60,60,52
9,608.75,7.6275,51,23.479,0.90437,603.5,4.5,10,6,6,10
10,681.04,49.248,2229,167.09,0.96658,655.5,24.5,52,50,50,52
11,688.37,173.26,2521,176.21,0.9849,659.5,144.5,56,58,58,56
12,726.71,548.27,86,31.228,0.91487,721.5,543.5,10,10,10,10
