id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,12.963,202.96,54,24.769,0.87109,8.5,198.5,8,8,8,8
2,252.88,732.45,1326,129.23,0.95096,234.5,707.5,38,46,46,38
3,267.46,665.21,1582,143.8,0.92067,242.5,643.5,48,46,46,48
4,266.04,132.96,54,24.769,0.87109,262.5,128.5,8,8,8,8
5,271.84,13.985,67,27.49,0.89732,266.5,10.5,10,8,8,10
6,295.39,262.37,1173,125.24,0.89428,276.5,240.5,38,42,42,38
7,327.85,233.54,1182,128.01,0.86359,312.5,210.5,32,48,48,32
8,335.68,625.08,1380,134.71,0.91262,312.5,605.5,50,40,40,50
9,338.26,486.11,995,113.34,0.9215,318.5,471.5,42,30,30,42
10,342.63,176.69,936,110.12,0.91695,322.5,162.5,40,28,28,40
11,355.31,521.53,1147,119.23,0.96249,334.5,501.5,41,38,38,41
12,363.53,127.71,1408,139.73,0.86685,336.5,110.5,49,40,40,49
13,369,349.5,78,28.16,1,364.5,344.5,9,10,10,9
14,393.45,601.29,1526,144.26,0.88264,366.5,585.5,51,34,34,51
15,561.72,668.44,1921,156.29,0.9497,537.5,645.5,50,48,48,50
16,579.58,730.98,1454,135.08,0.9564,559.5,707.5,40,46,46,40
17,612.28,7.6318,603,103.28,0.669,589.5,0.5,44,16,16,44
18,651.13,149.88,1961,157.08,0.95989,625.5,126.5,52,48,48,52
