id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,244.9,728.28,1362,134.74,0.9003,228.5,701.5,36,48,48,36
2,270.25,652.43,1604,145.31,0.91465,244.5,631.5,48,46,46,48
3,292.02,263.86,1260,127.33,0.93017,272.5,242.5,38,44,44,38
4,318.24,478.17,1644,146.9,0.91764,296.5,457.5,46,42,42,46
5,335.5,622.52,1281,133.87,0.85753,310.5,607.5,52,30,30,52
6,341.16,182.87,1169,121.54,0.94497,320.5,162.5,42,38,38,42
7,338.29,248.73,1203,127.41,0.88697,322.5,224.5,30,48,48,30
8,353.51,530.11,1376,132.1,0.94538,332.5,507.5,43,42,42,43
9,366.12,118.33,1633,150.31,0.87145,336.5,96.5,51,48,48,51
10,399.81,591.93,1879,159.66,0.89091,371.5,569.5,54,50,50,54
11,547.34,672.33,2019,159.33,0.9611,521.5,645.5,52,50,50,52
12,567.25,739.8,1873,155.81,0.93158,541.5,715.5,50,50,50,50
13,553.5,435.5,58,24.678,0.94175,549.5,431.5,8,8,8,8
14,647.99,148.65,2407,178.95,0.91221,621.5,116.5,48,66,66,48
