id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,7.7027,609.91,296,62.183,0.87166,0.5,599.5,16,22,22,16
2,34.745,654.91,1465,144.55,0.84403,16.5,629.5,36,56,56,36
3,166.53,738.16,1691,146.43,0.94983,144.5,713.5,44,50,50,44
4,218.33,699.15,1171,122.05,0.93886,202.5,679.5,36,42,42,36
5,251.19,300.32,1472,134.28,0.97956,226.5,280.5,48,40,40,48
6,244.75,723.88,523,86.474,0.81836,228.5,711.5,32,24,24,32
7,265.58,222.28,1394,137.09,0.89083,238.5,200.5,48,42,42,48
8,256.05,662.58,977,110.71,0.94712,240.5,643.5,32,38,38,32
9,295.35,450.61,2171,164.46,0.97119,268.5,423.5,54,54,54,54
10,293.17,620.18,550,87.036,0.84991,280.5,601.5,22,34,34,22
11,295.84,265.68,318,61.307,0.96208,286.5,254.5,18,22,22,18
12,307.33,154.3,954,110.47,0.92871,290.5,138.5,36,36,36,36
13,329.96,659.17,2771,187.85,0.95459,300.5,625.5,58,64,64,58
14,322.62,263.09,1396,138.14,0.87882,306.5,238.5,32,48,48,32
15,353.64,508.59,3704,232.39,0.83903,308.5,483.5,89,52,52,89
16,337.26,222.77,967,107.79,0.9874,318.5,206.5,36,32,32,36
17,358.03,114.11,1518,142.81,0.89551,336.5,90.5,43,46,46,43
18,364.97,580.32,1578,142.4,0.93609,342.5,555.5,45,46,46,45
19,388.68,70.586,1503,139.14,0.93299,368.5,44.5,43,48,48,43
20,397.42,174.8,1185,122.23,0.94733,379.5,156.5,38,40,40,38
21,400.85,657.77,1519,138.76,0.94799,379.5,633.5,40,50,50,40
22,421.65,589.1,1897,154.32,0.96143,397.5,563.5,50,50,50,50
23,480.88,636.27,1775,147.09,0.98824,457.5,613.5,46,46,46,46
24,513.47,7.5604,389,74.216,0.81687,499.5,0.5,28,16,16,28
25,525.62,683.17,1010,113.24,0.93711,505.5,667.5,40,32,32,40
26,578.51,149.42,1796,154.17,0.91195,553.5,122.5,50,52,52,50
27,575.09,610.17,905,107.19,0.93422,557.5,593.5,34,36,36,34
28,591.63,684.25,1914,155.5,0.95572,565.5,659.5,52,52,52,52
29,597.36,209.1,1423,133.5,0.95777,573.5,188.5,46,40,40,46
30,650.21,9.3861,632,97.274,0.78763,631.5,0.5,38,22,22,38
31,680.66,74.115,3709,230.13,0.85656,637.5,46.5,86,54,54,86
32,656.09,655.11,1430,141.59,0.85791,637.5,631.5,44,48,48,44
