id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,12.664,622.58,1468,157.93,0.71108,0.5,589.5,28,62,62,28
2,199.54,730.77,3082,218.27,0.79003,162.5,697.5,76,70,70,76
3,260.3,661.94,1311,130.17,0.92706,236.5,643.5,44,38,38,44
4,274.07,626.8,1127,119.19,0.94636,252.5,611.5,44,30,30,44
5,281.68,293.25,3077,215.69,0.80748,260.5,246.5,46,90,90,46
6,297.37,476.77,2537,181.35,0.93667,268.5,449.5,60,52,52,60
7,344.58,158.6,2288,194.72,0.73442,302.5,142.5,81,32,32,81
8,329.05,684.01,2057,159.81,0.97343,302.5,657.5,54,52,52,54
9,327.45,257.25,1648,144.03,0.95608,304.5,234.5,48,46,46,48
10,348.99,218.45,838,100.2,0.98602,332.5,200.5,32,34,34,32
11,371.01,544.01,2303,169.07,0.97586,344.5,515.5,55,56,56,55
12,373.99,94.187,2308,180.54,0.85965,348.5,60.5,49,64,64,49
13,395.91,658.43,1326,128.83,0.95668,375.5,637.5,40,44,44,40
14,414.97,590.65,1359,135.57,0.88762,393.5,565.5,38,50,50,38
15,456.39,608.31,1355,128.85,0.97736,435.5,587.5,42,42,42,42
16,530.34,7.7962,314,63.655,0.88436,519.5,0.5,22,16,16,22
17,544.02,648.05,2106,173.66,0.84665,519.5,615.5,48,66,66,48
18,566.67,9.1419,296,60.008,0.93274,557.5,0.5,18,18,18,18
19,609.11,669.08,2052,164.32,0.91952,583.5,643.5,50,48,48,50
20,611.02,164.97,1967,160.82,0.91941,585.5,136.5,46,58,58,46
21,656.12,87.59,1885,152.75,0.97471,633.5,60.5,44,52,52,44
