id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.609,625.96,1261,152.48,0.65428,0.5,593.5,22,64,64,22
2,200.09,729.4,3003,213.34,0.80522,162.5,699.5,80,62,62,80
3,266.14,644.37,2559,186.39,0.89516,234.5,611.5,60,62,62,60
4,301.1,278.51,5832,298.94,0.80309,260.5,234.5,92,100,100,92
5,295.21,475.37,2583,184.16,0.92523,266.5,447.5,58,56,56,58
6,329.44,683.22,1982,157.93,0.96003,302.5,657.5,54,50,50,54
7,346.72,158.25,2222,185.96,0.78082,306.5,140.5,79,34,34,79
8,349.5,220.19,775,97.01,0.97095,334.5,202.5,30,34,34,30
9,376.05,97.163,2127,169.12,0.90069,348.5,66.5,53,56,56,53
10,373.4,545.25,2288,168.26,0.97869,348.5,517.5,53,56,56,53
11,394.37,658.24,1280,125.97,0.96489,375.5,637.5,38,42,42,38
12,414.75,594.25,1390,136.31,0.89821,393.5,569.5,38,50,50,38
13,456.29,607.02,1391,130.09,0.98474,435.5,587.5,42,40,40,42
14,541.42,650.01,1929,166.89,0.83842,515.5,619.5,50,60,60,50
15,526.79,6.7591,220,52.532,0.89194,517.5,0.5,18,14,14,18
16,564.88,8.9241,316,64.019,0.88038,555.5,0.5,20,18,18,20
17,609.66,668.13,2210,169.58,0.93092,583.5,643.5,52,50,50,52
18,615.03,164.12,1343,141.67,0.80481,597.5,136.5,34,54,54,34
19,652.72,87.761,1849,151.21,0.97524,629.5,62.5,44,50,50,44
