id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,17.522,610.97,1489,142.48,0.8824,0.5,587.5,38,46,46,38
2,33.332,669.4,2088,163.47,0.94524,10.5,641.5,46,58,58,46
3,127.99,720.89,2240,171.81,0.91969,98.5,693.5,60,54,54,60
4,188.79,706.02,1097,118.02,0.93911,170.5,685.5,36,42,42,36
5,190.51,658.97,1179,123.77,0.91983,172.5,639.5,38,42,42,38
6,228.01,207.34,2049,168.7,0.872,206.5,176.5,44,64,64,44
7,240.76,314.78,1983,157.5,0.96567,214.5,288.5,50,52,52,50
8,263.14,685.56,1063,117.16,0.92306,240.5,669.5,42,32,32,42
9,280.95,138.51,2489,185.2,0.88172,246.5,116.5,66,46,46,66
10,279.01,586.72,2250,185.24,0.79677,262.5,547.5,36,78,78,36
11,303.69,447.93,2817,189.02,0.95862,274.5,413.5,58,66,66,58
12,309.72,638.81,2173,178.72,0.82562,278.5,611.5,64,56,56,64
13,313.69,286.91,3193,211.62,0.86997,284.5,248.5,54,82,82,54
14,336.49,530.92,1684,146.22,0.94861,312.5,507.5,50,44,44,50
15,329.32,712.32,1309,131.99,0.90079,312.5,689.5,36,48,48,36
16,363.48,130.71,2371,175.72,0.93136,330.5,106.5,65,48,48,65
17,354.02,181.06,988,112.17,0.93376,336.5,164.5,37,32,32,37
18,357.68,228.25,1243,125.45,0.94462,336.5,212.5,43,34,34,43
19,373.68,484.84,2445,176.99,0.94691,344.5,457.5,59,52,52,59
20,363.71,650.44,794,98.788,0.96035,346.5,633.5,33,32,32,33
21,387.55,577.04,2609,184.15,0.93463,358.5,543.5,57,60,60,57
22,410.71,45.753,1734,150.9,0.91832,389.5,22.5,46,50,50,46
23,427.97,171.36,2494,182.41,0.9103,393.5,144.5,66,52,52,66
24,422.35,648.51,1074,118.13,0.91766,401.5,629.5,42,34,34,42
25,471.26,564.48,3052,214.3,0.81119,427.5,535.5,80,52,52,80
26,450.74,606.94,1066,117.92,0.91408,427.5,591.5,44,30,30,44
27,519.56,610.81,1300,130.07,0.92054,503.5,587.5,34,48,48,34
28,526.25,691.35,1416,131.38,0.98331,505.5,671.5,42,40,40,42
29,568.82,151.6,2322,172.81,0.94247,537.5,124.5,60,50,50,60
30,566.56,653.36,1210,128.83,0.87299,545.5,635.5,46,38,38,46
31,595.61,709.09,2107,165.19,0.93444,567.5,685.5,54,46,46,54
32,612.61,216.23,2140,171.63,0.88039,579.5,194.5,66,44,44,66
33,605.53,603.53,1413,134.18,0.94167,585.5,579.5,38,46,46,38
34,636.16,80.593,1910,159.3,0.90957,605.5,60.5,58,44,44,58
35,657.97,675.76,2427,178.29,0.92652,625.5,649.5,60,56,56,60
36,653.22,167.55,2341,174.82,0.92885,627.5,142.5,58,48,48,58
37,667.8,16.807,1703,154.85,0.85735,639.5,0.5,56,36,36,56
