id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,248.47,728.69,1303,128.57,0.94389,230.5,705.5,36,44,44,36
2,259.71,662.19,1595,144.94,0.914,240.5,635.5,42,52,52,42
3,297.55,258.82,1146,122.33,0.91469,276.5,238.5,44,38,38,44
4,331.63,622.6,1497,143.52,0.87455,308.5,603.5,54,42,42,54
5,340.92,507.47,2279,171.79,0.9359,310.5,485.5,58,48,48,58
6,335.8,232.11,1176,126.25,0.88266,320.5,210.5,32,44,44,32
7,343.26,173.94,903,106.37,0.94615,326.5,154.5,34,36,36,34
8,357.24,130.86,1479,141.16,0.89261,328.5,110.5,51,42,42,51
9,365.03,436.29,72,28.069,0.92883,360.5,431.5,9,10,10,9
10,396.18,592.08,1668,144.58,0.96055,371.5,567.5,48,46,46,48
11,525.94,380.65,63,26.109,0.9253,521.5,376.5,10,8,8,10
12,562.23,669.34,1836,153.06,0.94556,535.5,649.5,52,42,42,52
13,563.14,267.69,85,32.568,0.83764,557.5,262.5,12,10,10,12
14,577.78,724.49,1288,128.63,0.93209,557.5,703.5,40,42,42,40
15,626.94,7.1841,554,99.39,0.66222,605.5,0.5,42,14,14,42
16,650.87,155.44,1975,158.19,0.95351,625.5,130.5,50,50,50,50
