id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,68.927,10.673,55,24.405,0.91083,64.5,6.5,8,8,8,8
2,197.87,355.26,54,25.604,0.82122,192.5,352.5,10,6,6,10
3,244.36,725.48,1421,135.88,0.92393,226.5,699.5,38,48,48,38
4,270.24,654.01,1532,143.24,0.89845,244.5,635.5,48,44,44,48
5,290.14,264.65,1412,134.42,0.93762,270.5,242.5,42,44,44,42
6,286.18,179.12,60,24.91,0.95818,282.5,174.5,8,10,10,8
7,315.47,477.42,1553,141.84,0.92843,294.5,457.5,44,40,40,44
8,333.07,621.71,1397,140.15,0.85505,306.5,605.5,54,32,32,54
9,343.06,182.72,1085,118.41,0.92276,322.5,162.5,42,38,38,42
10,342.57,250.21,1325,133.35,0.89375,322.5,228.5,46,42,42,46
11,356.19,529.32,1444,135.19,0.94833,332.5,505.5,45,46,46,45
12,367.37,115.94,1586,146.61,0.88878,336.5,94.5,53,44,44,53
13,398.15,590.07,1920,159,0.9177,371.5,565.5,52,52,52,52
14,547.48,676.57,1947,156.7,0.95758,525.5,649.5,48,52,52,48
15,565.61,737.54,1778,150.9,0.94162,541.5,713.5,48,48,48,48
16,651.99,146.72,3281,214.13,0.87336,617.5,114.5,76,66,66,76
