id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,6.751,612.22,257,58.354,0.85399,0.5,601.5,14,22,22,14
2,32.86,654.26,1415,139.14,0.87838,12.5,629.5,38,52,52,38
3,165.43,736.87,1640,144.42,0.94643,144.5,711.5,42,50,50,42
4,217.38,698.59,1192,125.91,0.89947,198.5,679.5,42,42,42,42
5,252.86,301.83,1454,134.08,0.97038,228.5,282.5,46,42,42,46
6,253.99,658.43,991,111.45,0.94837,234.5,641.5,38,36,36,38
7,248.07,717.88,483,81.842,0.8404,236.5,699.5,22,32,32,22
8,268.11,222.38,1156,122.48,0.9205,250.5,198.5,36,44,44,36
9,295.02,450.01,2142,162.58,0.98015,268.5,423.5,54,52,52,54
10,290.27,615.76,669,97.861,0.82408,274.5,599.5,32,32,32,32
11,294.34,261.81,293,59.314,0.94392,286.5,250.5,16,22,22,16
12,306.86,156.97,949,108.39,0.95869,290.5,140.5,34,36,36,34
13,330.89,659.02,2818,187.52,0.97415,300.5,627.5,62,62,62,62
14,328.08,504.09,1351,130.05,0.95701,306.5,483.5,42,42,42,42
15,330.33,243.47,2730,204.97,0.79212,308.5,204.5,48,80,80,48
16,357.33,114.11,1596,146.51,0.89558,336.5,88.5,43,50,50,43
17,364.91,577.48,1493,137.49,0.94862,344.5,553.5,43,44,44,43
18,376.09,515.02,1750,151.45,0.92016,354.5,491.5,47,46,46,47
19,387.97,69.333,1346,131.21,0.93709,368.5,44.5,41,46,46,41
20,394.56,175.6,1160,120.59,0.9522,377.5,156.5,34,40,40,34
21,401.07,657.33,1595,141.49,0.95811,379.5,633.5,42,50,50,42
22,422,589.23,1945,157.71,0.94464,397.5,563.5,50,52,52,50
23,483.18,634.4,1745,145.82,0.98823,459.5,611.5,46,46,46,46
24,514.32,7.2432,333,67.484,0.83894,501.5,0.5,26,14,14,26
25,525.16,683.44,1161,121.46,0.93977,505.5,665.5,40,36,36,40
26,579.76,150.16,1842,152.5,0.95549,553.5,124.5,50,52,52,50
27,575.2,612.06,1018,114.77,0.92006,557.5,593.5,34,40,40,34
28,590.55,681.87,1839,151.06,0.97183,567.5,657.5,48,48,48,48
29,597.05,206.81,1447,137.41,0.92048,573.5,188.5,48,36,36,48
30,650.52,9.073,603,94.462,0.79542,631.5,0.5,38,20,20,38
31,656.76,652.56,1478,141.95,0.88227,637.5,629.5,44,48,48,44
32,682.16,74.885,3475,221.62,0.86438,639.5,50.5,84,48,48,84
