id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,16.486,635.37,2293,194.89,0.73478,0.5,593.5,40,80,80,40
2,197.4,741.83,1497,138.87,0.93274,178.5,717.5,40,48,48,40
3,222.12,699.42,1747,165.29,0.77387,188.5,677.5,62,48,48,62
4,253.76,664.91,1358,133.75,0.91071,228.5,647.5,52,36,36,52
5,253.85,311.98,1480,134.97,0.97502,232.5,290.5,42,44,44,42
6,275.57,252.81,1543,142.5,0.91417,252.5,232.5,48,44,44,48
7,294.98,617.4,1381,135.78,0.89922,274.5,595.5,42,46,46,42
8,306.42,484.87,2572,184.33,0.91966,282.5,453.5,48,66,66,48
9,324.44,667.74,2305,172.91,0.93453,296.5,643.5,58,48,48,58
10,320.33,158.86,1051,113.29,0.97432,302.5,140.5,38,36,36,38
11,325.46,262.51,1612,145.54,0.91635,302.5,240.5,50,46,46,50
12,349.23,113.97,1564,144.74,0.89873,328.5,84.5,43,54,54,43
13,344.57,204.87,988,109.92,0.97128,328.5,188.5,34,34,34,34
14,367.72,570.25,1548,138.74,0.96632,346.5,547.5,43,46,46,43
15,365.97,524.34,1270,127.88,0.92964,348.5,503.5,39,40,40,39
16,376.85,169.83,1190,121.44,0.96349,356.5,150.5,39,40,40,39
17,386.56,74.987,1360,135.08,0.89456,368.5,46.5,35,52,52,35
18,399.83,666.1,1459,135.91,0.9483,379.5,641.5,40,50,50,40
19,445.52,606.22,4038,246.75,0.81259,397.5,571.5,94,68,68,94
20,528.95,684.12,1165,120.53,0.95718,509.5,665.5,40,36,36,40
21,570.7,612.99,1565,143.4,0.91584,541.5,593.5,54,40,40,54
22,589.52,675.34,1977,155.86,0.98268,565.5,651.5,48,48,48,48
23,610.54,171.19,2407,178.39,0.91789,581.5,144.5,58,54,54,58
24,649.59,654.1,1399,137.51,0.88868,631.5,629.5,40,48,48,40
25,669.95,72.324,2228,168.2,0.95367,643.5,42.5,54,56,56,54
