id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,8.4761,644.1,607,98.439,0.73923,0.5,625.5,18,40,40,18
2,241.18,729.78,1760,150.3,0.93934,218.5,705.5,46,48,48,46
3,255.09,651.89,1847,155.13,0.92653,226.5,629.5,54,42,42,54
4,288.1,278.92,1814,153.06,0.93423,268.5,252.5,40,54,54,40
5,304.39,474.14,1316,130.16,0.93072,282.5,451.5,40,44,44,40
6,335.88,229.62,1596,146.24,0.89876,310.5,210.5,52,38,38,52
7,342.2,638.49,2157,165.24,0.95605,316.5,611.5,50,52,52,50
8,350.11,164.47,1555,140.73,0.94399,330.5,140.5,41,50,50,41
9,366.01,542.65,1082,119.36,0.90599,350.5,519.5,33,44,44,33
10,389.72,92.734,2204,172.72,0.89549,354.5,68.5,65,46,46,65
11,427.23,610.65,2279,171.46,0.93944,395.5,587.5,60,48,48,60
12,544.1,655.2,2169,164.4,0.97106,515.5,627.5,54,52,52,54
13,598.45,683.97,2448,176.06,0.95798,571.5,651.5,52,62,62,52
14,608.5,163.5,54,24.678,0.8768,603.5,160.5,10,6,6,10
15,631.12,161.1,992,129.14,0.71241,611.5,138.5,36,48,48,36
16,660.98,118.39,1616,145.36,0.9209,637.5,98.5,46,42,42,46
