id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.648,606.26,480,80.625,0.85963,0.5,593.5,22,24,24,22
2,19.756,650.3,1480,140.2,0.9051,0.5,627.5,42,50,50,42
3,196.84,738.79,1452,135.53,0.94883,178.5,715.5,38,48,48,38
4,204.8,697.27,859,103.57,0.94799,186.5,683.5,36,28,28,36
5,252.01,659.99,1304,133.45,0.87832,226.5,643.5,52,32,32,52
6,250.75,309.35,1402,134.1,0.93536,230.5,288.5,42,42,42,42
7,240.39,696.66,244,53.417,0.95852,232.5,687.5,16,18,18,16
8,270.92,252.85,1516,143.15,0.89018,248.5,232.5,48,44,44,48
9,294.87,463.09,1935,156.42,0.95502,270.5,435.5,48,56,56,48
10,295.69,618.38,1448,138.46,0.90746,272.5,595.5,48,46,46,48
11,313.01,514.82,1270,129.73,0.90401,294.5,491.5,34,48,48,34
12,323.92,663.59,2285,170.55,0.95181,296.5,639.5,58,50,50,58
13,315.38,161.62,947,108.41,0.9564,298.5,144.5,36,34,34,36
14,327.25,264.91,1502,139.45,0.92828,306.5,242.5,44,44,44,44
15,339.93,204.2,960,108.46,0.96854,322.5,188.5,36,32,32,36
16,351.19,115.31,1518,140.84,0.92014,332.5,88.5,39,50,50,39
17,365.89,572.46,1384,131.47,0.95977,344.5,549.5,41,42,42,41
18,366.56,516.77,956,109.57,0.94562,352.5,497.5,31,38,38,31
19,378.95,173.66,1260,125.72,0.95347,358.5,152.5,39,42,42,39
20,388.44,79.505,1375,132.82,0.93472,369.5,52.5,38,50,50,38
21,404.18,664.53,1325,130.19,0.93661,385.5,641.5,38,48,48,38
22,409.98,591.66,847,107.13,0.87529,395.5,571.5,30,40,40,30
23,434.02,607.26,200,49.208,0.91709,427.5,599.5,14,18,18,14
24,467.76,620.62,1459,134.14,0.97281,447.5,599.5,40,42,42,40
25,528.02,687.68,1091,117.82,0.93692,509.5,669.5,38,36,36,38
26,576.88,616.36,1481,141.41,0.89064,549.5,599.5,52,38,38,52
27,587.69,678.73,1899,153.15,0.97696,563.5,653.5,50,48,48,50
28,607.21,167.01,2313,172.77,0.93925,579.5,138.5,56,56,56,56
29,646.51,651.42,1385,136.67,0.89032,627.5,627.5,42,46,46,42
30,668.84,70.195,2105,161.98,0.97018,641.5,46.5,56,48,48,56
