id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,5.195,608.94,241,62.224,0.70881,0.5,595.5,10,26,26,10
2,9.1184,645.88,549,91.957,0.76284,0.5,625.5,22,36,36,22
3,200.53,732.81,1929,160.54,0.90476,178.5,705.5,46,60,60,46
4,264.19,647.41,1709,149.18,0.92564,234.5,627.5,56,38,38,56
5,291.53,285.7,1748,153.15,0.89927,268.5,258.5,46,58,58,46
6,298.65,467.12,2375,176.87,0.92107,270.5,439.5,54,56,56,54
7,330.94,676.87,2055,159.8,0.97268,304.5,651.5,54,52,52,54
8,337.93,240.64,2067,165.37,0.9147,312.5,212.5,48,60,60,48
9,345.61,160.23,1471,136.83,0.94349,324.5,136.5,44,46,46,44
10,376.66,543.79,2239,168.49,0.95517,350.5,519.5,53,50,50,53
11,391.22,101.55,2059,169.66,0.86654,360.5,74.5,57,50,50,57
12,391.12,651.94,1268,125.48,0.96323,373.5,629.5,36,46,46,36
13,436.61,605.84,3188,216.08,0.83365,395.5,579.5,84,50,50,84
14,537.17,651.07,2247,167.59,0.96871,507.5,623.5,54,54,54,54
15,534.9,10.028,393,71.454,0.88752,523.5,0.5,22,22,22,22
16,612.38,667.36,2764,186.53,0.96552,581.5,637.5,60,60,60,60
17,618.34,160.45,1091,130.59,0.76664,603.5,134.5,28,52,52,28
18,646.47,88.326,1714,147.23,0.9526,625.5,62.5,40,50,50,40
