id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,3.5,586.5,60,27.076,0.82574,0.5,581.5,6,10,10,6
2,11.106,646.5,734,104.01,0.80342,0.5,627.5,26,38,38,26
3,208.19,727.01,1622,145.03,0.92844,186.5,705.5,46,44,44,46
4,265.94,644.39,1927,157.2,0.94189,238.5,621.5,54,44,44,54
5,298.5,466.94,2054,163.57,0.92873,270.5,441.5,50,52,52,50
6,296.45,285.41,1903,157.08,0.9315,276.5,256.5,42,58,58,42
7,327.93,672.11,1976,157.27,0.96502,300.5,649.5,54,48,48,54
8,339.04,236.98,1544,139.32,0.95601,316.5,214.5,48,42,42,48
9,348,164.35,1712,149.62,0.92185,322.5,144.5,53,40,40,53
10,371.89,543.66,2115,163.26,0.95983,344.5,521.5,53,48,48,53
11,398.92,101.75,2077,172.47,0.84628,366.5,76.5,59,46,46,59
12,385.67,648.95,1291,126.41,0.96661,368.5,627.5,35,44,44,35
13,437.22,610.96,3198,217.84,0.82298,395.5,585.5,86,48,48,86
14,542.2,649.27,2393,173.23,0.96673,513.5,619.5,56,56,56,56
15,611.45,669.77,2693,185.67,0.94931,579.5,641.5,60,56,56,60
16,623.23,158.86,1104,131.29,0.76768,607.5,134.5,30,52,52,30
17,647.15,89.7,1709,149.93,0.91658,625.5,64.5,40,50,50,40
