id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,7.8859,629.9,517,89.334,0.75971,0.5,611.5,16,36,36,16
2,13.046,484.07,87,31.551,0.90835,8.5,477.5,10,12,12,10
3,32.5,522.5,86,31.096,0.92194,26.5,517.5,12,10,10,12
4,180.16,130.03,79,31.046,0.84938,176.5,124.5,8,12,12,8
5,246.84,714.85,1437,134.38,0.95479,224.5,691.5,44,44,44,44
6,232.96,140.04,54,24.769,0.87109,228.5,136.5,8,8,8,8
7,261.06,649.26,1383,133.28,0.9338,236.5,629.5,48,36,36,48
8,290.81,267.03,1429,137.41,0.90903,270.5,242.5,42,48,48,42
9,305.08,473.02,1271,128.88,0.9163,282.5,451.5,40,46,46,40
10,333.31,628.73,2320,174.12,0.92783,306.5,603.5,56,54,54,56
11,341.89,244.35,1330,133.86,0.89043,320.5,222.5,46,40,40,46
12,343.15,158.8,1324,134.29,0.88087,322.5,136.5,42,46,46,42
13,360.98,532.06,1049,119.31,0.87908,346.5,507.5,29,46,46,29
14,384.11,103.04,1207,126.24,0.90615,362.5,80.5,39,40,40,39
15,416.58,597.75,2157,166.31,0.94395,387.5,573.5,60,48,48,60
16,407.69,534.65,62,27.217,0.84535,401.5,531.5,12,6,6,12
17,511.66,212.66,61,25.877,0.91031,507.5,208.5,8,8,8,8
18,542.49,671.84,2096,164.92,0.93249,517.5,645.5,52,52,52,52
19,529.5,225.5,66,28.598,0.82329,523.5,222.5,12,6,6,12
20,574.5,725.46,950,119.1,0.79892,561.5,701.5,26,48,48,26
21,579.89,552.88,64,27.126,0.87788,575.5,547.5,8,10,10,8
22,587.02,155.65,98,37.464,0.7469,581.5,148.5,12,14,14,12
23,597.6,731.56,189,46.446,0.96589,589.5,723.5,16,16,16,16
24,633.08,168.56,1440,137.1,0.92001,611.5,144.5,42,48,48,42
25,632.56,490.96,107,36.124,0.87211,627.5,483.5,10,14,14,10
26,674.99,367.29,238,56.75,0.83379,665.5,358.5,18,20,20,18
27,694.66,152.32,1116,117.4,0.9651,675.5,134.5,38,38,38,38
