id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,5.0833,613.96,180,50.282,0.79253,0.5,603.5,10,20,20,10
2,37.29,666.65,2268,183.4,0.81902,8.5,629.5,52,70,70,52
3,36.319,598.11,1285,127.86,0.94096,14.5,579.5,42,40,40,42
4,119.33,727.72,3054,217.71,0.78682,80.5,701.5,80,52,52,80
5,199.97,656.04,1320,135.61,0.86164,174.5,633.5,46,40,40,46
6,197.42,700.11,1094,118.15,0.9345,180.5,679.5,34,42,42,34
7,201.9,228.1,1403,133.83,0.93976,182.5,204.5,38,46,46,38
8,238.94,320.87,3077,207.47,0.87174,208.5,284.5,56,76,76,56
9,247.67,185.08,1117,124.32,0.86401,232.5,162.5,32,48,48,32
10,260.48,121.84,1229,123.41,0.96436,240.5,102.5,42,38,38,42
11,266.95,620.65,1393,135.71,0.90789,242.5,599.5,46,40,40,46
12,263.57,700.11,962,111.44,0.92076,242.5,685.5,42,28,28,42
13,280.2,558.03,1314,140.25,0.80312,264.5,527.5,32,58,58,32
14,306.93,444.8,2340,171.41,0.96513,276.5,419.5,60,52,52,60
15,303.63,654.17,1357,132.4,0.92825,282.5,633.5,42,40,40,42
16,311.46,256.86,1339,133.35,0.90319,288.5,236.5,46,42,42,46
17,308.55,318.55,1220,127.09,0.90398,292.5,296.5,32,44,44,32
18,330.02,137.47,2776,197.77,0.86418,294.5,110.5,74,54,54,74
19,317.31,717.54,1170,125.01,0.89523,302.5,695.5,32,46,46,32
20,332.23,536.41,1675,146.27,0.94293,306.5,513.5,50,44,44,50
21,324.22,622.23,499,83.066,0.84376,306.5,613.5,34,18,18,34
22,346.46,185.94,1000,113.12,0.92969,328.5,166.5,38,36,36,38
23,365.03,232.55,1363,130.56,0.95812,342.5,214.5,47,36,36,47
24,372.99,476.76,2627,183.26,0.9501,342.5,447.5,57,62,62,57
25,364.1,657.22,848,101.73,0.96889,344.5,643.5,37,28,28,37
26,382.75,577.22,2064,161.71,0.95435,356.5,553.5,51,50,50,51
27,385.7,120.07,1336,133.69,0.89672,368.5,96.5,33,50,50,33
28,391.92,544.08,231,53.79,0.8956,381.5,535.5,20,18,18,20
29,412.25,203.09,1431,134.82,0.94476,393.5,178.5,38,50,50,38
30,424.65,34.325,1984,162.64,0.90711,397.5,6.5,56,54,54,56
31,437.5,660.29,1311,130.92,0.91668,413.5,639.5,48,38,38,48
32,453.18,585.01,3153,216.43,0.82181,419.5,547.5,66,78,78,66
33,449.16,136.63,988,113.48,0.91281,431.5,116.5,32,42,42,32
34,497.22,558.51,1167,130.82,0.81721,483.5,531.5,28,54,54,28
35,513.67,621.75,1288,131.83,0.8884,487.5,605.5,50,32,32,50
36,525.47,707.4,3010,219.63,0.76217,497.5,663.5,54,88,88,54
37,555.71,146.72,2617,183,0.94909,525.5,118.5,62,58,58,62
38,553.99,649.09,1076,122.42,0.8577,537.5,623.5,30,48,48,30
39,597.55,707.64,2804,202.16,0.83601,567.5,669.5,58,76,76,58
40,613.85,211.28,2364,176.65,0.91899,583.5,184.5,62,54,54,62
41,613.79,596.31,1440,138.59,0.9008,593.5,571.5,44,46,46,44
42,645.29,69.889,2146,168.93,0.91082,613.5,48.5,64,46,46,64
43,663.42,161.76,2438,175.89,0.95582,631.5,136.5,62,54,54,62
44,651.49,662.84,1391,131.49,0.96441,631.5,641.5,40,42,42,40
45,664.37,13.557,1083,125.71,0.81976,639.5,0.5,48,28,28,48
46,678.07,703.26,1177,120.38,0.96936,657.5,685.5,40,38,38,40
