id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,250.02,733.22,1347,129.56,0.9612,230.5,709.5,40,44,44,40
2,265.47,664.13,1651,145.56,0.93832,242.5,639.5,46,50,50,46
3,294.75,258.02,1261,126.78,0.93875,274.5,236.5,40,42,42,40
4,285.65,9.8824,51,24.405,0.84459,280.5,6.5,10,6,6,10
5,328.6,232.06,1127,124.88,0.86411,312.5,210.5,34,46,46,34
6,336.34,627.99,1474,138.78,0.91968,314.5,607.5,46,46,46,46
7,347.22,504.75,2583,184.53,0.92156,320.5,475.5,53,62,62,53
8,344.2,173.69,913,105.36,0.97452,326.5,158.5,36,30,30,36
9,362.17,127.07,1380,134.73,0.91228,336.5,108.5,47,42,42,47
10,392.8,600.04,1508,142.6,0.89214,366.5,583.5,49,36,36,49
11,561.75,666.97,1753,147.57,0.96978,537.5,645.5,50,46,46,50
12,581.06,728.63,1253,132.06,0.86141,561.5,709.5,42,44,44,42
13,617.49,7.2162,518,93.998,0.68984,597.5,0.5,40,14,14,40
14,649.34,149.37,1980,158.37,0.95378,623.5,126.5,52,48,48,52
