id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,4.2472,615.54,89,32.336,0.88857,0.5,609.5,8,12,12,8
2,39.239,666.59,2573,196.5,0.81122,8.5,627.5,56,74,74,56
3,32.432,595.22,1327,128.06,0.96879,12.5,575.5,40,42,42,40
4,97.259,725.06,1622,144.74,0.93199,74.5,701.5,44,48,48,44
5,143.22,735.06,1040,114.67,0.94154,124.5,717.5,34,36,36,34
6,201.07,654.58,1463,141.09,0.88376,172.5,633.5,50,38,38,50
7,199.42,231.58,1491,138.48,0.93423,180.5,206.5,38,48,48,38
8,200.79,697.67,1108,119.98,0.91844,184.5,675.5,32,44,44,32
9,230.26,297.6,1246,129.17,0.89436,204.5,280.5,50,36,36,50
10,243.4,185.11,1182,129.4,0.84557,228.5,160.5,32,52,52,32
11,249.69,336.96,1628,143.97,0.94533,228.5,310.5,40,52,52,40
12,263.42,617.67,1442,135.58,0.94162,238.5,597.5,48,40,40,48
13,260.57,118.86,1188,121.37,0.96289,240.5,100.5,42,38,38,42
14,268.3,699.66,1017,113.47,0.93986,246.5,683.5,42,32,32,42
15,281.27,551.2,1366,143.5,0.79822,266.5,521.5,30,58,58,30
16,307.03,445,2470,179.81,0.92729,274.5,417.5,64,56,56,64
17,310.08,251.51,1424,137.62,0.90318,282.5,234.5,54,34,34,54
18,302.86,656.03,1303,128.2,0.94912,282.5,635.5,40,40,40,40
19,305.72,319.99,1266,130.7,0.88807,288.5,298.5,36,48,48,36
20,348.8,128.64,4846,278.56,0.76737,294.5,92.5,107,70,70,107
21,319.09,718.82,1234,125.99,0.92998,302.5,697.5,36,44,44,36
22,327.86,617.16,700,97.092,0.87555,308.5,605.5,38,22,22,38
23,336.2,537.28,1582,141.87,0.94544,312.5,515.5,46,42,42,46
24,341.87,188.1,1014,113.77,0.9322,322.5,170.5,40,34,34,40
25,364.47,234.72,1435,136.11,0.92994,338.5,216.5,51,36,36,51
26,375.31,472.22,2363,172.49,0.96263,346.5,445.5,55,54,54,55
27,366.82,661.23,857,102.43,0.96634,348.5,647.5,35,28,28,35
28,383.21,572.97,2376,177.35,0.91648,356.5,543.5,49,62,62,49
29,421.9,34.583,2124,171.36,0.87653,391.5,8.5,60,52,52,60
30,414.78,204.16,1355,130.84,0.9486,397.5,180.5,36,48,48,36
31,449.87,583.31,3226,215.82,0.84555,417.5,545.5,64,78,78,64
32,439.27,661.76,1271,127.97,0.92919,419.5,639.5,42,40,40,42
33,445.87,131.68,1008,114.76,0.91127,427.5,112.5,34,40,40,34
34,494.53,553.08,1218,132.11,0.83673,479.5,525.5,28,54,54,28
35,511.68,621.14,1373,136.26,0.88786,485.5,603.5,52,34,34,52
36,516.11,685.31,1174,127.19,0.86856,499.5,663.5,32,48,48,32
37,536.29,730.38,1438,139,0.89443,517.5,705.5,36,52,52,36
38,557.76,146.64,2727,186.33,0.95459,525.5,118.5,64,56,56,64
39,557.05,647.41,1154,128.29,0.83943,539.5,621.5,32,48,48,32
40,596.05,705.62,2910,200.65,0.88048,565.5,669.5,58,74,74,58
41,611.33,210.22,2577,182.72,0.93742,579.5,184.5,64,52,52,64
42,615.05,594.33,1571,145.96,0.88801,593.5,569.5,46,48,48,46
43,647.35,72.46,2148,168.02,0.92139,615.5,50.5,64,46,46,64
44,664.58,163.48,2450,176.19,0.95733,633.5,138.5,60,54,54,60
45,653.47,662.5,1367,129.76,0.97256,633.5,641.5,40,44,44,40
46,667.76,11.199,1082,131.51,0.7499,639.5,0.5,54,26,26,54
47,679.99,701.89,1265,125.23,0.96466,657.5,683.5,42,38,38,42
