id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,24.11,606.48,1917,158.03,0.92742,0.5,583.5,50,44,44,50
2,37.958,671.66,1913,159.96,0.90362,12.5,641.5,50,56,56,50
3,123.18,719.8,2486,189.84,0.83883,90.5,695.5,70,46,46,70
4,192.25,677.47,2893,204.97,0.83941,168.5,635.5,46,82,82,46
5,225.27,206.15,3058,219.32,0.7765,188.5,170.5,74,72,72,74
6,242,317.48,2002,160.57,0.93863,220.5,288.5,44,56,56,44
7,260.78,693.71,1073,119.3,0.89944,238.5,677.5,44,30,30,44
8,259.66,135.64,1253,125.24,0.95527,240.5,114.5,40,40,40,40
9,295.57,629.37,3368,261.83,0.60282,256.5,595.5,84,70,70,84
10,278.17,561.69,1197,131.05,0.83532,262.5,535.5,32,52,52,32
11,304.84,444.17,2739,186.76,0.95443,274.5,411.5,60,64,64,60
12,308.59,267.22,1386,135.91,0.90073,282.5,246.5,48,40,40,48
13,306.24,139.65,1000,117.49,0.86361,292.5,116.5,26,46,46,26
14,310.9,311.6,1214,125.79,0.91772,294.5,290.5,34,46,46,34
15,331.1,534.9,1640,145.56,0.93195,306.5,509.5,50,44,44,50
16,326.09,719.61,992,117.77,0.85271,308.5,699.5,36,40,40,36
17,344.09,127.73,1142,120.76,0.93478,328.5,106.5,34,44,44,34
18,350.45,181.27,960,111.43,0.91899,332.5,166.5,39,30,30,39
19,366.07,477.57,2371,173.24,0.95776,336.5,451.5,55,54,54,55
20,363.38,228.66,1265,125.12,0.96629,342.5,210.5,41,38,38,41
21,364.46,657.52,813,99.102,0.9773,346.5,643.5,35,28,28,35
22,417.18,572.57,4191,261.58,0.75155,364.5,547.5,107,52,52,107
23,376.56,544.59,182,46.247,0.93762,368.5,537.5,17,14,14,17
24,386.13,128.36,1200,127.58,0.88252,371.5,106.5,32,46,46,32
25,406.85,192.35,1253,124.88,0.96071,389.5,170.5,36,44,44,36
26,415.68,44.969,1753,154.84,0.88267,391.5,24.5,54,46,46,54
27,428.11,656.98,1288,131.87,0.88795,409.5,631.5,40,44,44,40
28,447.58,147.98,975,110.47,0.94916,431.5,126.5,30,42,42,30
29,457.35,610.16,1142,122.86,0.90388,433.5,593.5,46,34,34,46
30,494.49,566.34,1297,133.73,0.87001,475.5,541.5,38,50,50,38
31,515.8,614.67,1226,126.95,0.91036,491.5,597.5,48,34,34,48
32,559.79,698.71,7759,439.99,0.49654,497.5,635.5,130,110,110,130
33,563.87,152.94,2506,178.57,0.95373,533.5,126.5,60,52,52,60
34,611.89,213.04,2225,176.23,0.86904,577.5,192.5,68,42,42,68
35,608.88,606.61,1449,140.48,0.88278,589.5,579.5,40,52,52,40
36,634.55,74.045,2029,161.63,0.93909,605.5,50.5,58,48,48,58
37,657.42,164.84,2337,174.29,0.93288,629.5,138.5,58,52,52,58
38,663.33,685.51,2556,184.84,0.90895,633.5,653.5,58,62,62,58
39,661.99,19.366,1316,135.31,0.86273,637.5,0.5,50,38,38,50
