id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,9.9241,596.61,369,67.716,0.92356,0.5,585.5,20,22,22,20
2,15.478,643.77,1275,133.14,0.86266,0.5,619.5,34,48,48,34
3,189.27,749.09,1410,132.94,0.95688,164.5,727.5,46,40,40,46
4,223.23,702.74,1263,138.16,0.79489,196.5,685.5,56,32,32,56
5,260.72,669.89,1242,130.64,0.8721,238.5,651.5,40,42,42,40
6,268.39,317.75,1348,128.78,0.97329,248.5,296.5,40,42,42,40
7,277.1,262.63,1372,135.53,0.89655,258.5,236.5,38,48,48,38
8,287.26,624.32,1322,132.13,0.90784,264.5,605.5,48,38,38,48
9,312.71,484.39,2506,180.55,0.93324,284.5,457.5,58,52,52,58
10,323.63,681.48,2074,161.96,0.95608,296.5,657.5,54,50,50,54
11,320.56,151.64,920,107.48,0.94475,302.5,134.5,38,32,32,38
12,329.8,255.33,1529,138.58,0.95669,308.5,234.5,46,44,44,46
13,368.28,98.036,3270,220.4,0.82231,336.5,62.5,69,76,76,69
14,352.51,208.73,924,107.09,0.95559,336.5,192.5,33,32,32,33
15,373.65,547.56,1941,155.14,0.97356,348.5,521.5,51,50,50,51
16,369.7,163,977,109.44,0.96866,352.5,144.5,33,38,38,33
17,399.71,664.72,1368,130.85,0.95748,379.5,643.5,40,44,44,40
18,419.44,597.52,1387,135.57,0.90591,397.5,573.5,40,48,48,40
19,462.98,619.68,1406,131.07,0.98094,441.5,599.5,42,42,42,42
20,530.76,676.89,1261,126.34,0.94523,509.5,659.5,42,38,38,42
21,558.38,620.99,1554,141.43,0.93433,531.5,601.5,52,38,38,52
22,564.79,8.215,386,71.586,0.86863,551.5,0.5,26,16,16,26
23,591.59,675.44,1791,149.65,0.96408,569.5,651.5,46,48,48,46
24,610.78,182.56,2302,173.23,0.92997,581.5,154.5,58,54,54,58
25,641.79,649.95,1295,132.32,0.88679,625.5,627.5,38,46,46,38
26,672.18,81.666,2104,161.83,0.97146,645.5,54.5,54,52,52,54
