id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,6.2056,582.21,248,58.304,0.82543,0.5,571.5,12,22,22,12
2,9.1475,640.82,651,99.39,0.77817,0.5,621.5,18,38,38,18
3,230.95,732.4,1867,155.78,0.92896,204.5,707.5,52,48,48,52
4,261.49,645.66,2200,167.74,0.94681,230.5,621.5,58,48,48,58
5,293.22,271.91,1946,157.32,0.9498,270.5,244.5,46,56,56,46
6,305.01,465.12,1273,126.39,0.95348,284.5,443.5,38,44,44,38
7,348.08,162.37,1888,157.8,0.916,316.5,138.5,57,46,46,57
8,344,227.76,1377,136.72,0.88457,318.5,212.5,50,32,32,50
9,344.76,644.92,2045,163.15,0.92935,320.5,617.5,48,56,56,48
10,373.9,544.39,1442,136.09,0.93479,350.5,521.5,45,46,46,45
11,397.62,93.268,2132,171.03,0.88319,364.5,66.5,61,48,48,61
12,424.98,618.69,1955,156.69,0.96171,397.5,595.5,52,48,48,52
13,541.7,652.18,2201,165.17,0.97632,513.5,625.5,56,50,50,56
14,600.12,675.94,2682,186.16,0.94048,575.5,641.5,52,68,68,52
15,622.06,154.56,1047,126.62,0.78141,599.5,134.5,42,42,42,42
16,654.4,107.81,1235,132.13,0.84809,637.5,78.5,34,52,52,34
