id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,248.04,733.56,1297,129.36,0.92831,230.5,709.5,36,46,46,36
2,261.46,663.57,1621,143.27,0.95021,240.5,637.5,44,50,50,44
3,295.41,256.06,1166,122.1,0.93411,274.5,236.5,42,38,38,42
4,300.59,97.714,70,27.217,0.95443,296.5,92.5,8,10,10,8
5,333.94,625.86,1364,134.47,0.90508,312.5,607.5,48,40,40,48
6,331.85,230.85,1233,129.09,0.88615,314.5,210.5,38,44,44,38
7,345.74,502.47,2366,175.68,0.92983,316.5,475.5,55,56,56,55
8,344.37,171.14,901,106.5,0.94179,326.5,154.5,36,32,32,36
9,360.81,127.77,1442,136.31,0.93183,336.5,108.5,47,40,40,47
10,392.75,596.88,1700,149.31,0.91917,364.5,575.5,53,42,42,53
11,501.2,485.8,51,23.57,0.89822,497.5,481.5,8,8,8,8
12,561.88,665.73,1761,150.29,0.94007,535.5,645.5,50,44,44,50
13,580.36,725.48,1307,131.75,0.9026,561.5,701.5,36,50,50,36
14,620.18,7.5894,643,108.95,0.64309,597.5,0.5,46,16,16,46
15,650.03,151.43,1979,158.54,0.95134,623.5,128.5,52,48,48,52
16,665.29,531.34,79,29.847,0.91224,661.5,525.5,8,12,12,8
