id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.986,623.77,1703,191.63,0.5641,0.5,581.5,22,82,82,22
2,185.06,751.99,1360,131.56,0.94187,160.5,733.5,46,36,36,46
3,222.38,704.1,1214,133.41,0.81811,196.5,689.5,54,28,28,54
4,266.43,668.29,1350,137.1,0.86251,242.5,647.5,44,46,46,44
5,274.31,322.02,1413,131.86,0.97426,252.5,300.5,42,44,44,42
6,278.34,620.65,1253,127.73,0.91938,254.5,601.5,48,36,36,48
7,281.3,271.22,1410,135.17,0.92624,260.5,246.5,38,48,48,38
8,303.88,483.76,2515,181.99,0.92208,274.5,455.5,62,54,54,62
9,316.57,157.2,1011,113.17,0.93911,298.5,138.5,38,38,38,38
10,331.82,685.39,2140,163.7,0.96608,304.5,659.5,54,52,52,54
11,336.27,235.96,2926,206.62,0.83563,306.5,196.5,56,80,80,56
12,356.74,114.63,1483,138.65,0.92694,334.5,92.5,43,46,46,43
13,370.11,545.9,2149,163.76,0.96947,344.5,519.5,53,52,52,53
14,369.46,158.81,899,104.33,0.97813,352.5,142.5,33,32,32,33
15,381.8,80.498,1306,129.29,0.9358,360.5,60.5,41,42,42,41
16,396.35,662.91,1395,132.19,0.95713,375.5,641.5,42,44,44,42
17,417.61,592.45,1469,140.33,0.89681,395.5,565.5,42,52,52,42
18,460.6,613.79,1350,127.71,0.99083,439.5,593.5,42,40,40,42
19,533.35,672.95,1257,125.92,0.94828,513.5,655.5,40,38,38,40
20,535.51,6.5193,233,54.98,0.86674,525.5,0.5,20,14,14,20
21,554.36,627.38,1345,129.27,0.96399,531.5,609.5,44,38,38,44
22,570.76,8.5155,355,67.898,0.88397,559.5,0.5,24,18,18,24
23,594.9,669.86,1492,137.15,0.95258,575.5,647.5,42,42,42,42
24,613.43,174.09,2171,168.89,0.92179,587.5,144.5,52,56,56,52
25,635.72,651.73,1147,123.73,0.89544,617.5,631.5,40,42,42,40
26,664.64,85.474,1977,155.99,0.98105,641.5,58.5,46,54,54,46
