id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.217,606.62,568,87.084,0.8768,0.5,591.5,20,30,30,20
2,35.346,661.8,2462,177.74,0.94558,10.5,633.5,52,56,56,52
3,132.09,721.75,2363,175.3,0.93261,100.5,695.5,62,52,52,62
4,197.18,682.09,2648,205.27,0.76613,176.5,641.5,42,84,84,42
5,233.36,316.5,1851,151.44,0.97337,208.5,292.5,50,46,46,50
6,235.01,207.17,2080,163.65,0.93954,212.5,176.5,46,60,60,46
7,274.85,135.39,1810,151.82,0.94715,248.5,114.5,50,46,46,50
8,278.58,669.32,1220,124.14,0.94628,260.5,649.5,36,40,40,36
9,287.36,585.87,1579,146.65,0.88436,266.5,555.5,42,54,54,42
10,301.74,460.86,2867,189.83,0.96746,274.5,429.5,56,64,64,56
11,317.54,281.19,2235,168.88,0.94914,290.5,252.5,52,56,56,52
12,325.05,636.68,1280,130.12,0.9057,306.5,617.5,42,42,42,42
13,331.49,704.68,1101,124.58,0.84821,310.5,687.5,44,36,36,44
14,335,526.55,1457,138.15,0.91719,312.5,505.5,48,40,40,48
15,356.22,228.6,1121,119.31,0.93942,336.5,212.5,41,34,34,41
16,361.01,116.78,1621,143.43,0.94819,338.5,92.5,43,46,46,43
17,360.84,184.16,1046,113.87,0.95999,342.5,168.5,39,32,32,39
18,372.86,491.19,2281,170.67,0.94878,344.5,465.5,53,56,56,53
19,368.02,645.12,800,99.441,0.95533,354.5,627.5,29,36,36,29
20,390.43,583.36,2336,175.02,0.92479,364.5,549.5,51,62,62,51
21,416.03,173.79,2026,161.74,0.93648,385.5,148.5,56,50,50,56
22,413.21,55.013,1820,153.33,0.93414,389.5,32.5,50,48,48,50
23,420.8,646.02,942,110.42,0.91784,401.5,627.5,38,32,32,38
24,463.41,574.24,4902,275.76,0.79191,419.5,531.5,92,88,88,92
25,519.21,611.59,1328,131.6,0.91924,501.5,587.5,36,48,48,36
26,527.13,683.07,1494,136.82,0.95836,503.5,665.5,48,38,38,48
27,573.79,153.89,2391,178.9,0.90665,541.5,126.5,66,52,52,66
28,563.51,644.18,1089,119.44,0.91075,543.5,629.5,44,32,32,44
29,593.28,701.98,2342,173.23,0.94613,565.5,675.5,60,52,52,60
30,592.68,606.68,1127,120.38,0.92818,573.5,587.5,42,36,36,42
31,605.02,214.54,1805,154.16,0.91671,579.5,188.5,50,52,52,50
32,640.02,81.23,1729,152.64,0.89527,611.5,62.5,56,40,40,56
33,655.12,16.84,1580,148,0.86914,627.5,0.5,54,36,36,54
34,662.64,673.37,2659,188.81,0.90687,629.5,643.5,60,64,64,60
35,664.03,156.99,2492,179.84,0.93524,633.5,130.5,62,56,56,62
