id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,42.254,665.09,2012,165.76,0.88629,22.5,637.5,46,58,58,46
2,161.06,732.94,1793,149.96,0.96129,140.5,707.5,44,52,52,44
3,223.51,711.77,2185,171.87,0.89643,196.5,683.5,54,56,56,54
4,243.27,294.98,1656,142.73,0.978,218.5,272.5,48,46,46,48
5,303.4,652.95,7189,322.95,0.84956,246.5,595.5,108,96,96,108
6,270.35,223.36,1277,134.87,0.84248,248.5,198.5,40,50,50,40
7,299.75,454.14,2285,169.89,0.9591,272.5,427.5,56,54,54,56
8,301.5,153.98,925,106.7,0.96339,284.5,138.5,34,34,34,34
9,323.17,266.95,1979,159.07,0.94513,294.5,240.5,54,52,52,54
10,324.06,513.94,1268,127.96,0.92713,304.5,493.5,36,42,42,36
11,339.56,218.67,1258,127.08,0.93223,316.5,202.5,46,34,34,46
12,352.66,112.42,1405,137.89,0.88767,324.5,96.5,53,36,36,53
13,331.72,188.87,120,37.175,0.92773,324.5,182.5,14,12,12,14
14,364.3,576.29,1519,141.48,0.91267,342.5,549.5,43,48,48,43
15,370.99,508.64,1768,151.53,0.92864,348.5,485.5,47,48,48,47
16,396.77,74.23,1623,143.84,0.94412,373.5,48.5,44,50,50,44
17,398.93,179.95,1592,140.89,0.96433,373.5,158.5,50,44,44,50
18,402.44,667.82,1565,141.44,0.94074,383.5,643.5,40,50,50,40
19,426.05,594.73,2057,162.43,0.94294,401.5,567.5,52,56,56,52
20,479.12,629.95,1748,145.32,0.99655,455.5,605.5,46,48,48,46
21,500.97,6.7907,387,78.88,0.72288,483.5,0.5,32,14,14,32
22,524.33,675.56,1031,114.9,0.92983,501.5,659.5,42,34,34,42
23,566.82,606.6,1953,159.33,0.92969,537.5,581.5,56,46,46,56
24,578.26,159.63,1801,152.64,0.93264,553.5,134.5,50,50,50,50
25,590.25,691.42,1854,152.72,0.95907,563.5,669.5,54,42,42,54
26,601.64,213.16,1447,136.38,0.93416,575.5,194.5,52,38,38,52
27,645.7,8.7382,573,91.798,0.79886,627.5,0.5,36,18,18,36
28,648.72,73.883,1394,135.37,0.91309,627.5,52.5,44,44,44,44
29,654.18,664.8,1889,158.05,0.91359,629.5,637.5,50,48,48,50
30,703.54,74.487,1807,151.06,0.95492,677.5,48.5,50,52,52,50
