id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,12.417,610.12,642,92.162,0.88823,0.5,595.5,24,30,30,24
2,39.871,662.52,2519,180.14,0.94232,12.5,633.5,54,54,54,54
3,135.23,721.83,2184,167.94,0.93773,106.5,695.5,56,52,52,56
4,198.91,681.91,2631,207.12,0.74786,178.5,639.5,40,86,86,40
5,229.82,315.64,1613,140.68,0.97999,208.5,294.5,42,44,44,42
6,233.96,205.45,2126,167.65,0.91584,210.5,174.5,50,60,60,50
7,274.04,135.56,1725,148.85,0.93836,246.5,114.5,50,46,46,50
8,276.49,668.68,1365,129.49,0.97504,256.5,647.5,38,42,42,38
9,290.61,588.21,1593,147.26,0.88495,268.5,559.5,44,54,54,44
10,299.86,460.97,2828,188.86,0.96403,272.5,429.5,54,64,64,54
11,319.57,277.17,1857,154.64,0.93731,298.5,248.5,44,58,58,44
12,325.44,634.93,1262,128.11,0.92063,306.5,615.5,42,42,42,42
13,332.79,703.05,1165,126.15,0.87585,310.5,685.5,46,36,36,46
14,357.93,506.98,4510,249.44,0.88835,312.5,467.5,87,78,78,87
15,354.76,229,1131,120.57,0.92863,332.5,212.5,45,32,32,45
16,362.52,117.9,1651,146.13,0.93116,338.5,92.5,45,48,48,45
17,359.35,190.22,1139,118.12,0.97333,340.5,170.5,39,40,40,39
18,367.5,644.76,794,98.92,0.95787,354.5,627.5,27,36,36,27
19,422.3,585.29,5311,280.4,0.83014,364.5,549.5,107,70,70,107
20,391.04,551.33,178,47.049,0.88794,381.5,545.5,18,12,12,18
21,413.26,175.45,2211,168.33,0.94494,383.5,148.5,56,52,52,56
22,416.47,54.662,1866,154.9,0.93879,391.5,30.5,54,48,48,54
23,420.74,643.87,959,111.35,0.91935,401.5,627.5,40,30,30,40
24,495.28,560.12,1445,138.44,0.90582,473.5,535.5,44,48,48,44
25,519.32,612.13,1332,130.5,0.93714,501.5,589.5,38,46,46,38
26,528.81,678.98,1505,137.6,0.95478,503.5,661.5,50,38,38,50
27,574.51,150.75,2330,176.83,0.90394,541.5,124.5,66,50,50,66
28,578.67,623.03,2684,198.93,0.82604,547.5,589.5,66,68,68,66
29,592.57,700.61,2368,174.35,0.94453,561.5,673.5,62,52,52,62
30,606.71,211.54,1793,152.27,0.93285,583.5,186.5,48,52,52,48
31,640.04,83.315,1776,153.26,0.91235,615.5,64.5,50,38,38,50
32,655.17,15.829,1414,139.12,0.87798,631.5,0.5,48,34,34,48
33,665.79,672.41,2728,191.7,0.90297,633.5,641.5,58,64,64,58
34,667.48,151.41,2318,173.49,0.93371,637.5,124.5,56,56,56,56
