id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,49.51,671.79,2450,177.28,0.9458,24.5,643.5,54,58,58,54
2,156.29,722.89,2001,157.37,0.97604,132.5,695.5,50,54,54,50
3,225.04,728.62,2571,188.21,0.88233,200.5,691.5,50,72,72,50
4,234.78,304.77,1766,146.04,0.99723,210.5,282.5,48,46,46,48
5,246.44,215.42,1785,151.77,0.93475,224.5,188.5,46,52,52,46
6,266.02,666.56,1666,149.74,0.89572,244.5,643.5,46,48,48,46
7,297.7,453.67,2574,181.12,0.95268,266.5,423.5,64,56,56,64
8,298.43,150.26,1439,136.64,0.92549,274.5,132.5,46,40,40,46
9,313.73,275.14,2125,162.56,0.97256,286.5,248.5,54,52,52,54
10,304.97,613.55,869,108.27,0.87971,286.5,595.5,38,34,34,38
11,328.28,664.82,2635,182.82,0.95751,300.5,637.5,56,56,56,56
12,324.01,518.35,1258,128.19,0.91657,306.5,495.5,34,46,46,34
13,350.75,220.43,1449,134.51,0.96104,326.5,200.5,45,40,40,45
14,356.97,118.62,1715,147.37,0.95136,330.5,94.5,51,48,48,51
15,343.01,189.31,162,47.884,0.7819,332.5,184.5,20,10,10,20
16,363.15,591.66,1264,128.35,0.91873,344.5,571.5,39,44,44,39
17,372.39,495.63,1907,159.12,0.91019,346.5,469.5,53,48,48,53
18,401.01,169.27,2004,161.72,0.92659,369.5,148.5,60,42,42,60
19,399.94,655.85,1647,143.42,0.9635,379.5,631.5,42,50,50,42
20,407.62,69.36,1798,153.68,0.91878,385.5,46.5,48,48,48,48
21,425.69,589.84,1943,156.65,0.95621,403.5,563.5,44,54,54,44
22,489.74,619.06,1722,144.38,0.99431,465.5,595.5,48,46,46,48
23,530.63,668.87,1470,136.42,0.94845,507.5,649.5,48,40,40,48
24,567.71,610.83,1861,154.83,0.93708,541.5,585.5,50,48,48,50
25,590,151.09,1794,155.17,0.89948,561.5,132.5,56,38,38,56
26,588.19,700.06,1742,150.06,0.93273,563.5,675.5,50,50,50,50
27,608.71,212.24,1726,149.33,0.93301,581.5,188.5,54,46,46,54
28,642.69,14.457,1202,127.7,0.88233,619.5,0.5,46,32,32,46
29,645.93,80.928,1658,148.75,0.90311,625.5,54.5,42,56,56,42
30,660.58,662.42,2041,164.45,0.91321,631.5,633.5,56,52,52,56
31,695.74,96.927,1999,161.47,0.92707,669.5,70.5,50,56,56,50
