id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,12.221,626.01,1849,197.73,0.57586,0.5,583.5,26,82,82,26
2,185.89,751.36,1391,133.88,0.93105,160.5,731.5,48,38,38,48
3,224.81,704.59,1269,136,0.82364,198.5,687.5,54,32,32,54
4,265.99,670.28,1361,134.24,0.90615,244.5,649.5,40,46,46,40
5,272.05,322.15,1439,134.16,0.95922,250.5,298.5,42,48,48,42
6,281.31,620.2,1259,128.14,0.91797,258.5,601.5,48,38,38,48
7,279.91,269.84,1380,136.24,0.89271,260.5,242.5,38,50,50,38
8,307.4,484.46,2586,182.62,0.94171,278.5,457.5,60,52,52,60
9,318.55,154.79,924,107.86,0.94237,300.5,138.5,38,32,32,38
10,329.38,684.98,2068,161.52,0.95849,302.5,657.5,54,54,54,54
11,330.61,252.77,1534,142.33,0.91089,308.5,232.5,48,46,46,48
12,368.13,99.016,3242,221.69,0.80594,334.5,62.5,69,76,76,69
13,349.33,208.52,833,100.33,0.97764,334.5,192.5,32,32,32,32
14,372.58,545.75,2182,164.52,0.97543,346.5,517.5,53,54,54,53
15,369.64,159.37,901,104.36,0.97969,352.5,142.5,33,34,34,33
16,397.55,664.19,1347,129.42,0.96324,377.5,643.5,40,42,42,40
17,417.17,594.55,1381,137.1,0.88232,395.5,567.5,40,50,50,40
18,462.1,615.76,1387,130.19,0.98044,441.5,593.5,42,44,44,42
19,530.65,674.73,1286,128.48,0.93286,509.5,657.5,42,38,38,42
20,554.86,624.45,1384,132.59,0.94405,529.5,605.5,48,38,38,48
21,570.15,8.8151,411,73.108,0.88833,557.5,0.5,26,18,18,26
22,593.78,670.32,1644,143.17,0.96501,571.5,647.5,46,44,44,46
23,613.19,177.68,2216,170.58,0.9227,587.5,146.5,52,58,58,52
24,638.27,651.35,1236,128.5,0.89634,617.5,629.5,44,44,44,44
25,666.95,83.18,1982,155.83,0.98557,643.5,54.5,48,54,54,48
