id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,6.4416,612.75,154,42.624,0.92396,0.5,605.5,12,14,14,12
2,28.121,652,1331,135.04,0.87602,8.5,627.5,38,50,50,38
3,171.69,738.1,1774,149.79,0.95317,150.5,713.5,46,50,50,46
4,209.16,697.68,1090,119.09,0.91676,188.5,681.5,40,38,38,40
5,250.44,655.63,1161,124.5,0.89548,226.5,639.5,48,32,32,48
6,253.52,305.41,1427,131.98,0.98222,230.5,286.5,44,40,40,44
7,243.37,710.34,385,70.396,0.89465,234.5,695.5,18,28,28,18
8,270.91,227.89,1114,124.51,0.85914,256.5,204.5,34,42,42,34
9,282.38,622.95,672,95.538,0.86721,266.5,605.5,30,34,34,30
10,296.99,454.62,2004,158.75,0.96089,272.5,427.5,52,52,52,52
11,296.6,264.66,278,58.131,0.93051,288.5,254.5,16,22,22,16
12,310.34,158.97,912,105.78,0.96607,294.5,142.5,34,34,34,34
13,334.7,660.08,2836,189.41,0.96126,304.5,627.5,62,64,64,62
14,329.02,508.11,1357,131.65,0.93862,308.5,485.5,42,44,44,42
15,325.51,261.1,1142,127.09,0.84618,310.5,238.5,30,46,46,30
16,338.94,214.86,950,107.46,0.97584,320.5,196.5,36,34,34,36
17,355.92,113.08,1364,136.44,0.87975,340.5,86.5,33,52,52,33
18,388.3,581.3,3120,213.58,0.83477,348.5,553.5,81,56,56,81
19,383.5,515.53,1763,151.18,0.93028,362.5,491.5,47,46,46,47
20,387.48,70.939,1348,131.5,0.93436,368.5,48.5,39,44,44,39
21,387.63,179.68,1176,122.23,0.94014,369.5,160.5,36,42,42,36
22,406.27,658.48,1528,139.82,0.93955,387.5,633.5,38,50,50,38
23,437.26,603.23,276,57.428,0.94539,429.5,593.5,16,20,20,16
24,484.64,633.24,1723,145.82,0.97577,461.5,611.5,46,46,46,46
25,519.5,7.1519,316,65.582,0.84079,507.5,0.5,24,14,14,24
26,525.1,680.69,1102,119.44,0.92163,507.5,661.5,36,40,40,36
27,584.99,156.38,1687,149.51,0.90977,565.5,130.5,40,52,52,40
28,583.28,616.54,782,97.754,0.96532,567.5,599.5,30,34,34,30
29,594.95,682,1904,154.49,0.96294,569.5,657.5,52,48,48,52
30,599.57,208.76,1374,132.97,0.93201,577.5,190.5,44,36,36,44
31,645.33,6.9737,380,76.061,0.76123,629.5,0.5,32,16,16,32
32,658.34,649.83,1529,148.84,0.83184,633.5,623.5,50,48,48,50
33,685.38,73.922,3480,218.85,0.88737,645.5,48.5,82,52,52,82
