id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,21.902,651.57,1527,140.71,0.9273,0.5,627.5,42,52,52,42
2,192.25,741.6,1605,143.93,0.9324,172.5,717.5,40,50,50,40
3,205.03,700.67,869,104.39,0.94447,186.5,687.5,36,28,28,36
4,251.78,657.95,1335,136.46,0.86084,226.5,639.5,48,38,38,48
5,252.93,304.61,1468,136.55,0.94537,232.5,282.5,42,44,44,42
6,240.56,702.09,329,64.756,0.8968,232.5,689.5,16,26,26,16
7,267.75,250.88,1564,143.92,0.90878,246.5,232.5,48,42,42,48
8,292.41,462.3,1995,157.75,0.96852,266.5,435.5,52,52,52,52
9,314.04,640.45,4638,253.5,0.88488,274.5,595.5,78,90,90,78
10,310.09,159.88,982,110.78,0.95086,292.5,142.5,38,34,34,38
11,315.89,518.58,1201,121.09,0.97786,298.5,497.5,34,42,42,34
12,325.96,259.42,1513,142.01,0.90245,300.5,236.5,48,42,42,48
13,337.55,205.19,928,107.02,0.96101,322.5,188.5,32,34,34,32
14,356.7,112.6,1617,145,0.92588,338.5,86.5,41,52,52,41
15,363.62,571.3,1418,132.82,0.96395,342.5,547.5,41,44,44,41
16,370.85,513.39,1158,123.13,0.9127,354.5,491.5,37,40,40,37
17,379.17,178.24,1184,121.24,0.96169,358.5,158.5,39,40,40,39
18,388.15,78.395,1437,134.97,0.94669,369.5,52.5,38,48,48,38
19,403.2,660.39,1353,132.22,0.92788,383.5,637.5,38,48,48,38
20,409.42,596.08,926,110.67,0.89832,395.5,573.5,28,44,44,28
21,434.61,606.96,205,48.935,0.9499,427.5,597.5,14,18,18,14
22,468.66,627.41,1241,125.39,0.94405,449.5,607.5,42,40,40,42
23,529.87,687.86,1058,116.11,0.93484,509.5,669.5,40,36,36,40
24,579.21,615.57,1674,149.65,0.9011,551.5,597.5,54,40,40,54
25,590.41,679.97,1873,152.64,0.96992,565.5,655.5,52,48,48,52
26,605.47,167.89,2206,169.42,0.93091,579.5,138.5,48,60,60,48
27,647.72,647.31,1398,137.29,0.89087,629.5,623.5,42,48,48,42
28,670.31,71.737,1942,157.02,0.95138,643.5,50.5,54,44,44,54
