id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,250.65,722.07,1193,122.38,0.95148,232.5,699.5,34,42,42,34
2,263.55,658.61,1566,142.92,0.92246,244.5,633.5,40,50,50,40
3,295.99,266.87,1166,121.94,0.93659,274.5,248.5,44,36,36,44
4,324.68,620.01,1419,134.23,0.94498,304.5,599.5,42,44,44,42
5,341.24,512.63,2509,178.26,0.9581,310.5,487.5,59,52,52,59
6,332.23,235.94,1186,126.37,0.88857,314.5,212.5,34,46,46,34
7,340.44,171.59,911,107.45,0.93609,322.5,154.5,36,32,32,36
8,353.66,129.78,1511,142.75,0.89208,328.5,110.5,49,42,42,49
9,390.8,587.32,1675,147.47,0.92787,371.5,563.5,42,50,50,42
10,558.75,672.17,1807,153.19,0.92914,531.5,651.5,52,44,44,52
11,579.81,723.75,1138,123.16,0.89647,561.5,705.5,40,38,38,40
12,636.15,13.976,1239,133.99,0.82793,611.5,0.5,48,28,28,48
13,644.34,160.68,2071,163.06,0.94219,615.5,138.5,56,48,48,56
