id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,11.187,601.42,776,103.97,0.84993,0.5,581.5,24,38,38,24
2,48.981,675.93,2641,184.42,0.94335,22.5,647.5,54,56,56,54
3,160.03,730.9,1917,154.08,0.97455,136.5,707.5,46,48,48,46
4,213.48,696.56,1351,136.5,0.87065,192.5,677.5,48,36,36,48
5,237.33,211.25,1902,157.5,0.92622,212.5,182.5,48,54,54,48
6,238.74,309.5,1940,155.22,0.97207,216.5,284.5,46,50,50,46
7,232.1,727.69,747,99.333,0.89392,216.5,709.5,30,34,34,30
8,269.97,666.71,1904,161.29,0.88489,246.5,639.5,48,54,54,48
9,287.96,147.01,1727,148.19,0.9476,266.5,122.5,46,48,48,46
10,299.46,460.67,2692,184.71,0.95868,272.5,431.5,54,60,60,54
11,311.93,280.7,2310,170.83,0.9591,284.5,252.5,56,56,56,56
12,319.75,623.92,2565,207.15,0.72885,288.5,585.5,66,70,70,66
13,328.87,680.72,1082,123.09,0.85337,306.5,663.5,44,34,34,44
14,358.79,500.03,3347,293.24,0.4788,316.5,463.5,85,76,76,85
15,357.18,122.59,1950,158.73,0.9352,330.5,94.5,51,52,52,51
16,358.82,214.9,1877,159.45,0.89224,338.5,184.5,39,60,60,39
17,370.29,588.17,1388,135.42,0.90842,344.5,571.5,49,36,36,49
18,402.5,166.25,2095,164.54,0.93627,371.5,144.5,60,44,44,60
19,398.59,645.78,1460,136.41,0.94209,375.5,621.5,42,50,50,42
20,390.11,561.08,114,36.033,0.93348,383.5,555.5,12,12,12,12
21,413.47,62.694,1776,151.68,0.93113,389.5,40.5,52,46,46,52
22,431.23,592.81,2014,160.12,0.94953,407.5,565.5,48,52,52,48
23,500.39,617.15,1736,145.31,0.98992,475.5,595.5,50,44,44,50
24,529,665.17,1481,135.45,0.96893,505.5,643.5,48,42,42,48
25,578.98,615.92,1739,148.94,0.94487,555.5,593.5,46,48,48,46
26,593.7,149.45,1774,153.08,0.91344,567.5,130.5,52,42,42,52
27,596.23,706.37,2024,159.38,0.96289,571.5,679.5,50,54,54,50
28,605.85,215.21,1705,146.63,0.95513,579.5,192.5,52,44,44,52
29,639.29,82.14,1505,142.94,0.8862,617.5,56.5,44,52,52,44
30,645.84,12.332,909,111.39,0.87079,623.5,0.5,42,26,26,42
31,672.17,658.48,2279,177.93,0.87352,643.5,625.5,56,60,60,56
32,689.13,111.08,1880,153.21,0.96636,663.5,86.5,48,52,52,48
