id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,19.082,608.68,1577,144.2,0.91286,0.5,585.5,40,46,46,40
2,35.307,670.07,1948,158.96,0.93158,14.5,645.5,46,52,52,46
3,126.6,718.71,2466,182.65,0.89777,94.5,693.5,68,48,48,68
4,188.28,658.56,1277,129.21,0.91604,168.5,635.5,40,44,44,40
5,191.3,703.31,1082,117.65,0.93186,172.5,683.5,38,40,40,38
6,225.56,208.82,2328,183.62,0.83869,200.5,174.5,48,70,70,48
7,241.86,316.56,1832,151.64,0.96092,218.5,290.5,46,50,50,46
8,262.66,688.86,1158,122.1,0.9277,238.5,671.5,48,32,32,48
9,280.42,138.07,2598,193.17,0.84711,242.5,116.5,72,42,42,72
10,298.16,626.73,3627,221.28,0.90497,262.5,593.5,76,70,70,76
11,279.74,564.57,859,106.92,0.89114,264.5,543.5,28,42,42,28
12,303.49,445.12,2757,187.07,0.95753,274.5,411.5,56,66,66,56
13,311.56,289.27,3230,214.07,0.86032,280.5,252.5,56,82,82,56
14,334.12,532.14,1683,146.4,0.94574,310.5,507.5,50,44,44,50
15,329.43,714.23,1167,126.04,0.87881,312.5,691.5,36,46,46,36
16,363.57,131.54,2653,189.36,0.89962,326.5,106.5,71,50,50,71
17,353.87,181.78,970,110.73,0.94007,336.5,166.5,37,30,30,37
18,359.55,228.52,1267,126.28,0.95058,338.5,210.5,43,38,38,43
19,369.88,482.42,2376,173.09,0.96141,340.5,455.5,55,54,54,55
20,362.66,653.73,780,97.63,0.96522,344.5,639.5,35,28,28,35
21,387.6,573.65,2505,178.5,0.95404,362.5,541.5,53,60,60,53
22,412.28,45.283,1729,151.06,0.9137,389.5,24.5,50,46,46,50
23,410.16,185.96,1161,121.79,0.93478,391.5,166.5,40,42,42,40
24,425.01,651.11,1220,126.44,0.91308,405.5,627.5,40,44,44,40
25,443.14,155.78,1123,123.34,0.88211,423.5,132.5,34,44,44,34
26,471.35,565.44,3349,223.16,0.82175,425.5,537.5,88,52,52,88
27,452.78,607.23,1118,120.91,0.91295,429.5,591.5,46,30,30,46
28,518.55,613.09,1283,127.36,0.94665,497.5,591.5,42,42,42,42
29,528.98,694.14,1832,157.9,0.88773,501.5,669.5,54,50,50,54
30,568.51,151.32,2301,173.35,0.92827,539.5,124.5,56,50,50,56
31,564.75,655.78,1073,120.56,0.88111,545.5,639.5,42,36,36,42
32,595.18,714.14,1930,158.92,0.92344,565.5,693.5,58,42,42,58
33,611.29,214.46,2031,171.13,0.8404,577.5,196.5,66,36,36,66
34,607.87,605.13,1338,131.93,0.92164,589.5,581.5,36,46,46,36
35,635.27,78.835,1867,158.41,0.89896,603.5,60.5,60,42,42,60
36,652.71,167.79,2297,172.57,0.93495,625.5,142.5,58,50,50,58
37,657.3,676.82,2399,177.82,0.92062,625.5,651.5,60,54,54,60
38,671.37,17.558,1847,161.42,0.85712,643.5,0.5,58,38,38,58
