id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,50.025,672.12,2354,173.74,0.94548,26.5,643.5,52,58,58,52
2,156.2,721.92,1988,157.57,0.9672,132.5,695.5,50,52,52,50
3,223.81,730.09,2347,177.3,0.90586,198.5,697.5,50,64,64,50
4,235.19,302.84,1742,145.24,0.99423,212.5,280.5,46,46,46,46
5,249.9,213.36,1841,155.55,0.91871,230.5,184.5,42,56,56,42
6,265.78,667.85,1621,146.98,0.9039,244.5,645.5,46,48,48,46
7,295.24,455.05,2480,177.53,0.95473,264.5,425.5,62,54,54,62
8,299.16,153.05,1297,129.28,0.92946,276.5,136.5,44,36,36,44
9,315.02,270.8,2154,164.45,0.96377,288.5,242.5,54,54,54,54
10,309.69,614.88,779,103.42,0.86209,290.5,601.5,38,28,28,38
11,314.35,646.89,400,74.168,0.84101,302.5,635.5,26,24,24,26
12,331.59,669.67,2167,171.08,0.89717,304.5,637.5,50,58,58,50
13,324.45,518.12,1274,129.54,0.90935,306.5,493.5,34,48,48,34
14,347.61,221.5,1336,129.68,0.95171,324.5,204.5,44,36,36,44
15,354.63,119.08,1616,145.84,0.91495,326.5,96.5,53,44,44,53
16,362.43,592.2,1217,124.53,0.93819,342.5,573.5,41,40,40,41
17,373.34,497.07,1734,148.76,0.9444,346.5,473.5,49,46,46,49
18,403.07,171.68,2072,163.6,0.93649,371.5,150.5,60,44,44,60
19,398.49,659.74,1525,138.84,0.95064,379.5,637.5,40,46,46,40
20,405.52,74.658,1694,150.37,0.90334,385.5,48.5,44,52,52,44
21,426.94,590.62,2091,163.31,0.94838,403.5,563.5,46,56,56,46
22,487.15,620.41,1791,147.92,0.98625,461.5,597.5,50,46,46,50
23,527.87,669.24,1345,130.41,0.94758,507.5,649.5,44,40,40,44
24,567.15,610.77,2118,164.52,0.94683,539.5,583.5,52,54,54,52
25,587.82,152.15,1839,155.93,0.91333,559.5,132.5,58,40,40,58
26,588.51,697.85,1697,148.7,0.92496,563.5,677.5,52,44,44,52
27,609.84,210.68,1677,146.88,0.93634,583.5,186.5,52,46,46,52
28,642.19,14.723,1226,132.76,0.83415,615.5,0.5,50,32,32,50
29,650.85,84.045,1651,145.31,0.94145,629.5,60.5,46,48,48,46
30,661.43,665.97,1907,158.84,0.91336,633.5,639.5,54,50,50,54
31,699.04,91.728,1846,153.25,0.94839,675.5,64.5,44,54,54,44
