id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,10.013,598.36,383,72.596,0.83905,0.5,585.5,22,24,24,22
2,15.149,644.6,1265,132.07,0.86945,0.5,621.5,34,46,46,34
3,193.26,748.62,1339,131.92,0.92243,168.5,727.5,46,40,40,46
4,212.55,699.17,903,106.32,0.94702,192.5,685.5,40,28,28,40
5,259.24,668.82,1244,128.06,0.90819,236.5,651.5,44,38,38,44
6,243.19,704.94,251,55.212,0.92629,236.5,693.5,14,22,22,14
7,265.91,315.79,1480,134.85,0.97665,244.5,292.5,42,46,46,42
8,277.91,259.94,1406,137.88,0.88843,258.5,234.5,36,48,48,36
9,288.91,624.94,1292,129.45,0.92356,266.5,605.5,46,40,40,46
10,312.15,484.78,2488,179.33,0.93901,282.5,457.5,60,52,52,60
11,322.79,679.39,2081,163.07,0.94656,294.5,655.5,54,50,50,54
12,320.59,151.9,936,107.84,0.95489,302.5,134.5,38,32,32,38
13,330.78,257.11,1467,138.38,0.92046,310.5,236.5,48,42,42,48
14,351.11,209.69,1060,115.63,0.94432,328.5,194.5,43,32,32,43
15,354.32,111.87,1466,138.65,0.91631,336.5,84.5,37,52,52,37
16,372.29,548.24,1568,139.44,0.9693,348.5,527.5,47,40,40,47
17,369.74,165.56,1033,113.44,0.95504,350.5,146.5,37,40,40,37
18,384.23,78.576,1330,130.51,0.93562,364.5,58.5,39,42,42,39
19,399.98,663.36,1370,130.83,0.95923,379.5,641.5,40,46,46,40
20,442.3,608.26,3451,225.93,0.82647,399.5,575.5,84,64,64,84
21,529.69,678.12,1200,124.49,0.9257,509.5,661.5,40,36,36,40
22,560.03,619.13,1543,142.5,0.91417,531.5,601.5,54,38,38,54
23,562.66,6.8056,324,68.319,0.7973,549.5,0.5,26,14,14,26
24,590.78,677.91,1872,152.19,0.97501,567.5,653.5,48,48,48,48
25,610.83,182.14,2485,177.48,0.95721,581.5,154.5,58,54,54,58
26,642.82,650.12,1282,132.34,0.87768,625.5,627.5,36,48,48,36
27,673.97,80.692,2071,160.28,0.9745,649.5,52.5,50,54,54,50
