id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,4.8672,576.45,128,40.317,0.85166,0.5,567.5,10,16,16,10
2,8.721,642.99,577,92.344,0.79526,0.5,625.5,18,36,36,18
3,191.37,751.78,68,29.615,0.79638,188.5,745.5,6,12,12,6
4,238.37,729.34,1764,149.43,0.95232,212.5,705.5,50,46,46,50
5,256.96,650.82,1911,156.84,0.93832,228.5,627.5,54,44,44,54
6,289.88,277.79,1824,154.5,0.9224,270.5,250.5,40,56,56,40
7,304.47,473.91,1432,139.69,0.88206,282.5,449.5,40,46,46,40
8,338.04,228.81,1508,142.08,0.89854,312.5,210.5,52,38,38,52
9,343.27,642.06,2052,161.77,0.94813,320.5,615.5,46,54,54,46
10,351.66,163,1624,145.42,0.92471,330.5,136.5,43,52,52,43
11,336.63,586.68,71,27.399,0.95656,332.5,581.5,8,10,10,8
12,370.01,544.83,1014,117.7,0.87257,356.5,519.5,29,48,48,29
13,392.98,95.334,2110,170.49,0.8795,358.5,70.5,63,46,46,63
14,425.98,612.62,2387,172.88,0.96812,395.5,585.5,58,54,54,58
15,543.53,653.06,2188,164.59,0.97725,515.5,625.5,54,52,52,54
16,597.77,680.64,2490,178.79,0.94539,573.5,647.5,50,64,64,50
17,625.9,156.59,934,120.81,0.7639,605.5,136.5,36,44,44,36
18,658.42,117.01,1232,129.41,0.88113,639.5,92.5,40,44,44,40
