id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,119.15,763.11,82,30.534,0.90864,114.5,757.5,10,12,12,10
2,226.6,618.32,116,37.919,0.8646,220.5,611.5,12,14,14,12
3,245.82,722.1,1401,137.28,0.89289,228.5,695.5,38,48,48,38
4,270.81,653.63,1403,134.99,0.92407,246.5,635.5,46,40,40,46
5,288.32,265.07,1257,126.13,0.94525,268.5,244.5,42,40,40,42
6,316.47,478.85,1260,130.2,0.89057,296.5,455.5,38,44,44,38
7,330.94,619.9,1547,143.14,0.90849,304.5,601.5,54,34,34,54
8,343.26,181.13,1074,118.76,0.9082,322.5,160.5,42,38,38,42
9,341.68,251.59,1164,124.57,0.89684,322.5,228.5,42,42,42,42
10,357.26,532.08,1399,134.03,0.93435,332.5,509.5,45,44,44,45
11,368.61,115.38,1577,147.71,0.8708,338.5,94.5,53,44,44,53
12,398.75,588.51,2007,162.2,0.9226,371.5,563.5,54,52,52,54
13,520.1,759.08,79,31.046,0.84938,515.5,753.5,8,12,12,8
14,543.89,680.39,2013,159.81,0.95272,519.5,653.5,50,52,52,50
15,561.9,736.99,1480,139.34,0.91618,541.5,711.5,42,48,48,42
16,562.68,75.619,113,36.397,0.90833,557.5,68.5,10,14,14,10
17,651.81,149.52,3389,218.83,0.86433,615.5,116.5,78,68,68,78
18,657.16,326.39,79,30.029,0.90226,653.5,320.5,8,12,12,8
19,659.57,261.02,63,26.109,0.9253,655.5,256.5,8,10,10,8
