id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,11.201,633.51,874,113.47,0.80773,0.5,611.5,24,42,42,24
2,242.16,721.09,1606,142.36,0.95323,218.5,695.5,46,48,48,46
3,262.44,658.47,1656,145.21,0.94558,238.5,635.5,50,46,46,50
4,289.44,275.21,1644,147.53,0.91,270.5,248.5,38,52,52,38
5,311.45,470.14,1301,132.26,0.89177,290.5,447.5,40,48,48,40
6,332.03,634.89,2294,168.15,0.9825,304.5,609.5,56,52,52,56
7,332.23,241.95,1459,139.63,0.8995,310.5,218.5,48,44,44,48
8,345.7,160.23,1525,139.96,0.93576,328.5,134.5,34,52,52,34
9,380.87,99.703,1904,164.73,0.84899,344.5,76.5,63,44,44,63
10,362.18,532.86,993,117.74,0.85392,348.5,509.5,31,44,44,31
11,421.09,604.34,2343,173.76,0.94087,395.5,573.5,54,58,58,54
12,543.38,665,2033,159.65,0.96404,515.5,639.5,52,48,48,52
13,596.61,709.95,2133,169.38,0.90053,567.5,681.5,54,56,56,54
14,610.72,164.73,134,38.374,0.97699,603.5,158.5,14,12,12,14
15,631.55,167.42,1067,126.3,0.80023,617.5,142.5,28,50,50,28
16,681.19,137.65,1325,130.12,0.93767,657.5,118.5,46,40,40,46
