id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,219.94,445.64,72,28.921,0.88013,216.5,439.5,8,12,12,8
2,226.89,13.875,64,27.126,0.87788,222.5,8.5,8,10,10,8
3,246.72,719.78,1391,136.3,0.89897,230.5,695.5,38,46,46,38
4,268.53,654.4,1242,125.85,0.93806,246.5,637.5,44,34,34,44
5,284.62,266.32,1275,126.96,0.94652,266.5,242.5,36,46,46,36
6,274.92,20.5,52,26.382,0.74968,272.5,14.5,6,12,12,6
7,314.08,478.92,1310,133.46,0.88215,292.5,455.5,40,44,44,40
8,298.59,571.79,87,31.096,0.93266,292.5,567.5,12,10,10,12
9,326.01,615.93,1613,148.53,0.8811,298.5,597.5,56,34,34,56
10,342.94,249.89,1034,117.98,0.88564,324.5,228.5,40,38,38,40
11,345.99,179.7,984,112.74,0.92082,328.5,158.5,34,40,40,34
12,359.08,532.43,1361,132.92,0.92384,336.5,509.5,43,46,46,43
13,369.98,114.03,1574,149.16,0.85271,338.5,92.5,55,44,44,55
14,400.37,588.52,1957,159.98,0.92423,373.5,563.5,54,52,52,54
15,391.56,185.95,61,26.018,0.90152,387.5,180.5,8,10,10,8
16,426.39,11.719,57,25.877,0.85061,423.5,6.5,6,10,10,6
17,435.72,346.05,64,27.126,0.87788,431.5,340.5,8,10,10,8
18,544.83,681.7,1882,155.68,0.93761,523.5,657.5,48,48,48,48
19,530.73,320.48,67,26.944,0.93018,525.5,316.5,10,8,8,10
20,564.15,735.15,1678,156.27,0.82982,541.5,711.5,48,48,48,48
21,589.33,336.33,55,23.479,0.9753,585.5,332.5,8,8,8,8
22,635.2,167.33,1350,130.55,0.94909,611.5,148.5,48,38,38,48
23,669.61,135.97,1168,124.88,0.89554,647.5,120.5,48,32,32,48
