id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,6.7119,591.1,302,64.615,0.82663,0.5,577.5,14,26,26,14
2,9.3839,642.68,771,112.96,0.71875,0.5,621.5,20,44,44,20
3,221.09,732.77,1741,148.27,0.95434,198.5,707.5,46,48,48,46
4,263.48,640.85,2006,161,0.93558,234.5,617.5,54,48,48,54
5,297.76,272.11,1918,158.23,0.92558,274.5,244.5,48,56,56,48
6,306.71,462.51,1812,154.04,0.92165,280.5,439.5,48,48,48,48
7,351.54,648.85,2836,197.52,0.88513,314.5,625.5,73,48,48,73
8,344.86,167.86,1873,154.38,0.94857,318.5,144.5,51,48,48,51
9,346.13,234.48,1367,133.89,0.91488,322.5,216.5,47,36,36,47
10,374.02,548.09,1835,153.32,0.94193,346.5,521.5,51,50,50,51
11,400.65,90.975,2174,172.68,0.88372,366.5,64.5,61,48,48,61
12,431.89,611.41,1910,157.28,0.93262,405.5,589.5,54,46,46,54
13,543.67,646.31,2241,166.94,0.97348,519.5,619.5,52,52,52,52
14,602.59,672.46,2720,184.86,0.96711,573.5,641.5,58,62,62,58
15,625.01,151.31,1038,126.29,0.77865,601.5,132.5,44,42,42,44
16,651.7,101.68,1470,138.17,0.92508,631.5,78.5,40,44,44,40
