id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,4.087,615.18,92,33.767,0.84868,0.5,607.5,8,14,14,8
2,38.643,667.75,2608,197.05,0.81778,6.5,629.5,58,72,72,58
3,33.905,595.97,1354,129.16,0.97201,14.5,575.5,40,42,42,40
4,98.578,724.17,1586,143.39,0.92824,76.5,701.5,44,46,46,44
5,144.69,734.07,1040,112.93,0.97006,128.5,715.5,32,38,38,32
6,199.89,654.63,1408,139.93,0.86436,172.5,633.5,48,38,38,48
7,200.69,231.46,1496,138.53,0.9367,180.5,206.5,40,48,48,40
8,199.54,699.24,1135,120.78,0.92881,182.5,677.5,34,44,44,34
9,239.2,320.48,3271,213.52,0.87564,206.5,282.5,60,78,78,60
10,246.45,182.69,1091,123.61,0.85328,232.5,160.5,30,48,48,30
11,259.57,120.18,1262,125.36,0.9604,238.5,100.5,44,40,40,44
12,264.56,619.26,1393,134.19,0.92813,240.5,599.5,46,38,38,46
13,266.3,700,986,111.49,0.94291,246.5,683.5,40,32,32,40
14,279.61,554.37,1373,143.57,0.80159,264.5,523.5,30,60,60,30
15,306.31,445.41,2358,173.57,0.94894,274.5,419.5,62,52,52,62
16,310.23,253.6,1482,141.46,0.89065,282.5,236.5,54,36,36,54
17,304.58,654.98,1304,129.16,0.93625,284.5,635.5,40,38,38,40
18,306.92,317.68,1285,131.61,0.88927,290.5,294.5,34,50,50,34
19,350.14,129.5,4937,283.21,0.7566,292.5,94.5,111,68,68,111
20,317.39,718.59,1241,126.73,0.92457,300.5,697.5,36,44,44,36
21,326.96,619.78,702,98.671,0.85103,306.5,609.5,38,22,22,38
22,334.77,536.15,1622,143.3,0.95049,310.5,513.5,46,44,44,46
23,342.6,186.6,969,110.47,0.94332,324.5,168.5,38,34,34,38
24,363.98,233.27,1443,135.64,0.94148,338.5,214.5,51,36,36,51
25,373.46,474,2401,175.4,0.94646,344.5,447.5,57,58,58,57
26,366.14,659.19,941,108.31,0.95191,346.5,643.5,37,32,32,37
27,382.47,572.33,2506,181.49,0.9238,354.5,541.5,51,64,64,51
28,421.7,33.688,2182,172.1,0.89283,389.5,8.5,62,50,50,62
29,413.51,202.5,1411,132.75,0.96012,395.5,178.5,38,48,48,38
30,450.6,584.17,3216,215.27,0.84715,417.5,547.5,68,74,74,68
31,438.09,660.85,1317,130.36,0.92864,417.5,637.5,44,42,42,44
32,447.75,133.11,1079,119.32,0.90407,429.5,112.5,36,44,44,36
33,494.84,555.59,1210,131.74,0.83573,479.5,529.5,28,54,54,28
34,511.26,623.15,1433,137.84,0.90602,485.5,605.5,50,36,36,50
35,514.67,685.73,1210,128.06,0.88337,497.5,663.5,34,48,48,34
36,536.28,729.58,1413,136.44,0.91135,517.5,703.5,34,52,52,34
37,558.28,147.22,2707,185.42,0.95676,527.5,118.5,62,58,58,62
38,558.63,648.27,1135,126.35,0.85057,541.5,621.5,32,48,48,32
39,597.07,706.02,2864,201.55,0.85901,565.5,669.5,60,72,72,60
40,612.91,210.2,2556,182.23,0.93477,581.5,182.5,62,56,56,62
41,614.67,595.22,1553,142.86,0.91552,593.5,569.5,44,48,48,44
42,646.62,71.822,2064,164.02,0.92826,615.5,50.5,62,44,44,62
43,664.55,162.47,2441,175.99,0.95592,633.5,136.5,60,54,54,60
44,652.88,664.15,1355,129.07,0.97407,633.5,643.5,40,42,42,40
45,668.06,11.803,1211,139.67,0.74619,639.5,0.5,56,26,26,56
46,679.13,702.92,1285,125.82,0.97088,657.5,683.5,42,40,40,42
