id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,42.264,665.41,1853,159.78,0.87724,20.5,639.5,50,56,56,50
2,158.55,730.72,1920,157.86,0.93076,138.5,701.5,44,58,58,44
3,221.12,718.2,2549,184.28,0.91191,194.5,685.5,54,66,66,54
4,244.84,296.31,1664,142.73,0.98273,220.5,274.5,48,46,46,48
5,265.96,222.24,1271,130.75,0.89091,244.5,202.5,42,44,44,42
6,302.48,652.14,7516,332.08,0.84048,244.5,593.5,110,98,98,110
7,297.89,456.69,2242,168.05,0.96135,270.5,429.5,56,54,54,56
8,302.22,154.61,999,112.54,0.93806,284.5,138.5,38,36,36,38
9,327.68,246.24,4130,243.67,0.85197,296.5,202.5,62,88,88,62
10,326.03,514.03,1297,127.96,0.94833,306.5,493.5,36,42,42,36
11,329.57,189.36,124,37.505,0.94316,322.5,184.5,14,10,10,14
12,352.44,111.75,1479,139.62,0.91194,324.5,94.5,53,38,38,53
13,363.8,578.42,1639,146.32,0.92202,342.5,551.5,47,48,48,47
14,374.39,506.82,1888,158.86,0.90399,350.5,483.5,53,48,48,53
15,403.03,75.856,1627,143.6,0.94944,379.5,50.5,42,50,50,42
16,402.69,178.87,1507,137.19,0.96169,381.5,158.5,44,42,42,44
17,402.03,667.52,1515,137.91,0.95685,383.5,645.5,40,46,46,40
18,427.93,593.84,2085,163.55,0.9429,403.5,565.5,52,58,58,52
19,481.26,629.48,1716,145.42,0.97699,457.5,607.5,46,46,46,46
20,493.67,4.424,125,41.557,0.7862,485.5,0.5,16,8,8,16
21,526.33,675.05,1058,114.72,0.95702,505.5,659.5,40,32,32,40
22,564.61,602.1,1765,153.69,0.90171,537.5,579.5,54,44,44,54
23,579.39,158.09,1864,155.1,0.93544,553.5,132.5,52,50,50,52
24,591.07,693.56,1667,147.11,0.92791,565.5,673.5,52,40,40,52
25,604.14,213.48,1465,137.17,0.93511,579.5,192.5,50,42,42,50
26,644.99,9.7529,692,100.73,0.80598,625.5,0.5,38,20,20,38
27,647.39,74.252,1412,136.16,0.91437,627.5,50.5,42,48,48,42
28,655.84,667.1,1916,161,0.89368,627.5,639.5,56,50,50,56
29,702.89,76.956,1802,151.33,0.94903,677.5,52.5,48,50,50,48
