id,centroid_x,centroid_y,area,perimeter,circularity,bbox_x,bbox_y,bbox_width,bbox_height,img_height,img_width
1,25.641,607.59,1999,161.36,0.9283,0.5,583.5,52,46,46,52
2,38.376,669.16,2031,165.41,0.89841,12.5,637.5,52,58,58,52
3,122.04,721.21,2436,187.38,0.84336,90.5,697.5,68,46,46,68
4,193.84,658.51,1202,126.86,0.89379,170.5,639.5,46,36,36,46
5,189.4,701.27,1054,115.93,0.93416,170.5,681.5,36,40,40,36
6,207.55,221.54,1324,130.49,0.93164,188.5,200.5,38,42,42,38
7,242.98,318.73,2206,170.93,0.91489,222.5,288.5,42,60,60,42
8,245.87,186.54,1040,118.45,0.88403,232.5,164.5,28,46,46,28
9,258.66,696.8,1049,116.25,0.92484,236.5,681.5,44,30,30,44
10,257.95,131.65,1210,124.09,0.93936,238.5,110.5,38,40,40,38
11,297.54,629.45,4115,246.9,0.82709,252.5,597.5,92,70,70,92
12,278.56,560.5,1205,133.18,0.81489,262.5,533.5,32,52,52,32
13,305.23,445.45,2593,182.28,0.94779,276.5,413.5,58,62,62,58
14,308.28,264.39,1294,130.76,0.90691,286.5,244.5,44,40,40,44
15,327.19,134.64,2944,200.61,0.89115,294.5,106.5,68,58,58,68
16,309.42,313.44,1169,125.38,0.8894,294.5,290.5,30,48,48,30
17,330.4,535.07,1744,150.01,0.93441,304.5,509.5,52,46,46,52
18,323.64,720.67,1119,122.32,0.89337,304.5,701.5,40,42,42,40
19,349.23,182.25,943,108.71,0.94716,330.5,166.5,39,32,32,39
20,366.69,474.51,2446,176.86,0.94869,336.5,447.5,57,56,56,57
21,365.01,228.32,1285,125.9,0.96977,344.5,208.5,41,40,40,41
22,364.64,656.87,840,100.81,0.97692,346.5,641.5,35,30,30,35
23,417.55,572.48,4146,263.99,0.73011,362.5,547.5,109,50,50,109
24,378.46,542.57,206,49.968,0.91776,369.5,535.5,18,14,14,18
25,388.75,126.85,1266,130.54,0.89016,373.5,102.5,32,50,50,32
26,407.67,194.82,1292,127.66,0.94896,389.5,172.5,36,46,46,36
27,417.63,43.632,1651,147.99,0.90836,393.5,22.5,54,44,44,54
28,431.43,659.99,1399,138.31,0.87864,411.5,635.5,44,42,42,44
29,447.55,144.41,980,111.42,0.9384,431.5,122.5,30,42,42,30
30,458.92,611.12,1152,124.1,0.89411,435.5,595.5,46,32,32,46
31,494.8,565.76,1198,132.84,0.8142,479.5,539.5,30,52,52,30
32,513.2,615.06,1292,130.5,0.909,489.5,595.5,48,36,36,48
33,528.27,702.53,3306,225.7,0.79334,495.5,659.5,62,86,86,62
34,559.86,153.1,2504,178.21,0.9568,529.5,126.5,60,52,52,60
35,558.8,653.51,1128,122.7,0.89513,537.5,635.5,44,38,38,44
36,595.25,712.83,2912,203.71,0.8552,563.5,673.5,64,74,74,64
37,611.29,214.58,2431,178.48,0.92611,579.5,190.5,64,48,48,64
38,610.44,603.97,1732,150.22,0.92537,589.5,575.5,46,54,54,46
39,636.41,73.076,2018,162.36,0.9258,607.5,48.5,58,48,48,58
40,659,162.66,2378,171.19,0.98322,629.5,136.5,60,52,52,60
41,664.31,686.26,2659,188.38,0.91095,635.5,653.5,56,66,66,56
42,662.09,18.055,1282,131.49,0.88881,637.5,0.5,48,36,36,48
43,690.57,6.4655,116,37.596,0.87837,685.5,0.5,10,14,14,10
