track_id,frame,cell_id
1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,1
2,1,2
2,2,2
2,3,2
2,4,2
2,5,2
2,6,2
2,7,2
2,8,2
2,9,2
2,10,2
2,11,2
2,12,2
2,13,2
2,14,2
2,15,2
2,16,2
2,17,2
2,18,2
2,19,2
2,20,2
2,21,2
2,22,2
2,23,2
2,24,2
2,25,2
2,25,13
2,25,14
2,26,2
2,27,2
2,28,2
3,1,3
3,1,7
3,2,3
3,2,7
3,3,3
3,3,7
3,4,3
3,4,7
3,5,3
3,5,7
3,6,3
3,6,7
3,7,3
3,7,7
3,8,3
3,8,7
3,9,3
3,9,7
3,10,3
3,10,7
3,11,3
3,11,7
3,12,3
3,12,7
3,13,3
3,13,7
3,14,3
3,14,7
3,15,7
3,16,7
3,16,11
3,16,12
3,17,7
3,17,12
3,18,7
3,18,11
3,18,12
3,19,7
3,19,11
3,19,12
3,20,7
3,20,11
3,20,12
3,21,7
3,21,11
3,21,12
3,22,7
3,22,11
3,22,12
3,23,7
3,23,11
3,23,12
3,24,7
3,24,11
3,24,12
3,25,7
3,25,11
3,25,12
3,26,7
3,26,11
3,26,12
3,26,15
3,26,16
3,27,7
3,27,11
3,27,12
3,27,13
3,27,14
3,27,15
3,27,16
3,28,7
3,28,12
3,28,13
3,28,14
3,29,7
3,29,12
3,29,13
3,29,14
3,29,17
3,29,18
3,30,7
3,30,12
3,30,13
3,30,14
3,30,17
3,30,18
3,30,19
3,30,20
3,31,7
3,31,12
3,31,13
3,31,14
3,31,17
3,31,18
3,31,19
3,31,20
3,32,7
3,32,12
3,32,13
3,32,14
3,32,17
3,32,18
3,32,19
3,32,20
3,33,7
3,33,12
3,33,13
3,33,14
3,33,17
3,33,18
3,33,19
3,33,20
3,34,7
3,34,12
3,34,13
3,34,14
3,34,17
3,34,18
3,34,19
3,34,20
3,35,7
3,35,12
3,35,13
3,35,14
3,35,17
3,35,18
3,35,19
3,35,20
3,36,7
3,36,12
3,36,13
3,36,14
3,36,17
3,36,18
3,36,19
3,36,20
3,37,7
3,37,12
3,37,13
3,37,14
3,37,17
3,37,18
3,37,19
3,37,20
3,38,7
3,38,12
3,38,13
3,38,14
3,38,17
3,38,18
3,38,19
3,38,20
3,39,12
3,39,13
3,39,14
3,39,17
3,39,18
3,39,19
3,39,20
3,40,12
3,40,13
3,40,14
3,40,17
3,40,18
3,40,19
3,40,20
3,40,25
3,40,26
3,41,12
3,41,13
3,41,14
3,41,17
3,41,18
3,41,19
3,41,20
3,42,12
3,42,13
3,42,14
3,42,17
3,42,18
3,42,19
3,42,20
3,42,25
3,42,26
3,43,12
3,43,13
3,43,14
3,43,17
3,43,18
3,43,19
3,43,20
3,43,25
3,43,26
3,44,12
3,44,13
3,44,14
3,44,17
3,44,18
3,44,19
3,44,20
3,44,25
3,44,26
3,45,12
3,45,13
3,45,14
3,45,17
3,45,18
3,45,19
3,45,20
3,45,25
3,45,26
3,46,12
3,46,13
3,46,14
3,46,17
3,46,18
3,46,19
3,46,20
3,46,25
3,46,26
3,47,12
3,47,13
3,47,14
3,47,17
3,47,18
3,47,19
3,47,20
3,47,25
3,47,26
3,48,12
3,48,13
3,48,14
3,48,17
3,48,18
3,48,19
3,48,20
3,48,25
3,48,26
3,48,29
3,48,30
